DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Fe,Al,Ba,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,Hg202,Sr isotopes,d13C-DIC,dD,d18O,NH4-N,Ortho-P,SamplingNote
MST,,,,,,pH,pH,degC,uS/cm,%,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,ng/L,-,‰,‰,‰,mg/L,mg/L,
(Detection limit),,,,,,,,,,,0.2,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.14,0.04,0.015,0.012,0.006,0.024,0.004,0.004,0.004,0.004,0.042,0.096,0.684,0.723,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.342,0.003,0.0003,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,,,,0.4,0.1,0.01,0.01,
(Lab Method),,,,,,PH_EC1,PH_EC2,OxyTem,PH_EC1,OxyTem,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ThermoQuest,ThermoQuest,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,
6/14/2006 9:30,VGJJ7,JEMEZ_S100,GRAB,Grab,Surface water,7.8,7.8,11.5,-9999,78.5,0.65,7.874,2.901,0.169,0.6214,1.3688,0.065,0.08,0.2475,1.8021,0.0233,5.6951,1.0313,8.0234,1.0463,0.0244,20.2789,0.0099,0.0795,0.0849,0.0087,0.0333,117,21800,12.3,2.67,1.45,0.156,3.86,90.1,0.135,0.359,0.639,2.19,1.17,0.124,177,1.39,2.99,0.0107,0.0015,0.0663,9.52,161,336,35.7,145,32,4.57,29.7,4.47,28.1,6.04,16.4,2.47,15.8,2.39,0.0065,0.0676,112,-9999,-9999,-9999,-81.09,-11.15,0.032,0.014,Upstream disturbance by others putting in wells at Exclosures. Water visibly murkier than at Sonde site.
6/14/2006 10:15,VGJJ9,JEMEZ_S101,GRAB,Grab,Surface water,7.6,7.6,12,-9999,82.1,0.6,9.51,2.645,0.139,0.6885,1.1626,0.065,0.08,0.0186,1.573,0.0272,6.3234,1.1605,8.9487,1.0633,0.0266,21.5505,0.002,0.089,0.0743,0.002,0.0212,112,23100,13.3,2.62,1.31,0.183,7.5,101,0.14,0.314,0.772,1,1.24,0.176,187,1.66,0.648,0.0045,0.0015,0.0606,7.03,176,357,40.4,156,32.7,4.56,32.6,5.07,30.6,6.39,17.9,2.23,17.8,2.62,0.0015,0.0844,75.7,-9999,-9999,-12.027,-81.31,-11.18,0.024,0.016,
6/14/2006 10:45,EFJ2/VGS1trib,JEMEZ_S102,GRAB,Grab,Surface water,7.3,7.3,12.7,-9999,75.2,0.38,5.978,5.775,0.285,0.1096,0.3615,0.065,0.08,0.0402,2.64,0.0629,6.3601,1.01,3.3948,0.8134,0.0302,6.7232,0.002,0.2114,0.0973,0.0108,0.0356,123,7170,28.3,3.57,0.624,0.0901,5.44,242,0.177,0.62,4.25,7.47,0.941,0.17,258,0.262,0.052,0.0076,0.0015,0.0409,11.6,264,507,59.3,245,49.6,8.12,50.5,7.42,41.3,8.22,23,3.25,22.3,3.36,0.234,0.134,40.9,-9999,-9999,-9999,-76.64,-9.88,0.011,0.032,
6/14/2006 10:45,EFJ3/VGS2,JEMEZ_S103,GRAB,Grab,Surface water,7.9,-9999,13.3,-9999,94.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.4505,1.178,8.6431,1.1022,0.0271,21.264,0.002,0.0983,0.0799,0.002,0.0249,105,22700,12.8,2.48,1.05,0.156,8.44,104,0.127,0.304,0.943,1.3,1.11,0.143,138,1.43,0.985,0.004,0.0015,0.0384,6.34,144,279,31.5,126,27.3,3.46,25.3,3.72,22.6,4.43,14.1,1.85,12.6,2.07,0.234,0.058,85.9,-9999,-9999,-9999,-9999,-9999,0.004,0.013,
6/14/2006 10:45,EFJ4/VGS3,JEMEZ_S104,GRAB,Grab,Surface water,8.1,8.2,13.6,-9999,97.7,0.75,9.987,2.021,0.118,0.6806,1.2477,0.065,0.08,0.0135,1.5308,0.0268,6.3223,1.1779,9.2498,1.1011,0.0251,23.2046,0.002,0.0762,0.0752,0.002,0.0247,93.2,25000,9.26,2.11,1.14,0.172,8.44,82.2,0.106,0.298,0.788,0.811,1.09,0.172,161,1.68,0.45,0.0044,0.0015,0.0399,5.35,155,315,35.8,136,26.6,4.38,29.1,4.53,27.8,5.28,15.4,2.11,14.9,2.21,0.234,0.0696,111,-9999,-9999,-9999,-82.49,-11.67,0.02,0.023,
6/14/2006 11:30,EFJ5/VGS4,JEMEZ_S105,GRAB,Grab,Surface water,8,8.2,13.9,-9999,109.4,0.54,10.17,0.818,0.079,0.8423,1.2594,0.065,0.08,0.1797,1.465,0.0207,5.2448,1.1915,10.6512,0.9336,0.0187,26.8568,0.0119,0.0295,0.049,0.002,0.0215,59.3,28600,6.75,1.17,1.39,0.172,4,37.7,0.0664,0.154,0.924,2.3,1.03,0.203,68.1,1.9,0.421,0.0047,0.0015,0.031,7.41,58.8,118,12.6,46.8,9.74,1.71,9.53,1.92,9.87,2.21,6.46,0.967,5.41,0.845,0.234,0.0444,162,-9999,-9999,-9999,-84.12,-12.1,-9999,-9999,
6/15/2006 11:30,EFJ6/VGS5Jar,JEMEZ_S106,GRAB,Grab,Surface water,8.4,8.4,16.3,-9999,110.8,0.58,7.969,3.167,0.141,0.6728,1.0036,0.065,0.08,0.1274,1.9453,0.024,6.89,1.0071,7.3521,1.2748,0.0302,19.8131,0.002,0.1107,0.0791,0.002,0.0307,110,21200,13.7,2.78,1,0.136,9.27,120,0.122,0.405,2.18,2.12,1.09,0.197,207,1.34,0.489,0.0076,0.0015,0.0358,3.32,203,412,48.2,186,39.6,5.27,36.8,5.94,36,6.85,19.3,2.72,18.5,2.68,0.234,0.111,107,-9999,-9999,-9999,-79.98,-10.8,-9999,-9999,
6/14/2006 11:30,EFJ7/VGS6,JEMEZ_S107,GRAB,Grab,Surface water,8.1,8.2,14.1,-9999,107.5,0.63,9.403,1.975,0.134,0.7477,1.204,0.065,0.08,0.0706,1.6334,0.0317,6.1654,1.1124,8.9238,1.1266,0.0247,23.1786,0.002,0.0858,0.083,0.002,0.0258,95.9,24600,10.1,2.19,1.17,0.154,8.22,90.1,0.104,0.245,1.8,0.874,1.06,0.249,131,1.58,0.511,0.0043,0.0015,0.0285,6.28,133,264,31.9,116,24.7,2.92,21.7,3.64,23.5,4.45,12.2,1.64,11.8,1.86,0.234,0.0547,121,-9999,-9999,-9999,-82.54,-11.52,-9999,-9999,
7/1/2010 16:25,FLUME_UR,JEMEZ_S108,GRAB,Grab,Surface water,-9999,7.3,15.1,65.8,BAD READING,0.39,5.747,3.106,0.1365,0.1141,0.6648,0.065,0.08,0.125,5.3259,0.1484,7.7321,0.5934,4.1552,0.7264,0.0364,12.0195,0.002,0.0399,0.0384,0.002,0.0434,37.3,12400,51.7,0.911,0.59,0.0731,3.34,48.9,0.105,0.284,-9999,1.85,0.48,0.109,88.9,0.29,0.0384,0.023,0.0265,0.0798,9.07,75.3,144,16.5,72.8,17.1,1.23,14.7,2.42,13.2,2.78,7.46,1.18,16.9,1.27,0.0174,0.0329,8.718,-9999,-9999,-4.7029,-81.81,-12.11,-9999,-9999,
7/1/2010 17:01,FLUME_LR,JEMEZ_S109,GRAB,Grab,Surface water,-9999,7.3,16,66.2,BAD READING,0.44,6.64,2.413,0.1172,0.1102,1.209,0.065,0.08,0.0131,3.6559,0.2239,7.5,0.7143,4.5095,1.0074,0.0327,11.7014,0.0098,0.0315,0.0352,0.0116,0.0323,36.8,12200,84.1,0.844,0.645,0.0709,2.78,40.3,0.138,0.341,-9999,10.8,0.971,0.0882,87.1,0.513,0.0383,0.353,0.0272,0.0885,13.1,85.8,171,20.4,82.1,19.7,2.23,16.8,2.57,16,3.19,9.85,1.18,13.2,1.14,0.0158,0.134,11.26,-9999,-9999,-5.825,-84.49,-12.14,-9999,-9999,
7/1/2010 16:55,FLUME_RM,JEMEZ_S110,GRAB,Grab,Surface water,-9999,7.2,19.1,55.4,BAD READING,0.38,6.426,1.656,0.06666,0.1985,0.4733,0.065,0.08,0.125,2.7765,0.7686,5.5902,0.5008,5.0585,0.6836,0.0219,15.8716,0.002,0.013,0.0372,0.002,0.0354,32.3,16500,267,0.746,0.597,0.0814,0.659,19.5,0.0779,0.198,-9999,5.63,2.31,0.12,54,0.883,0.0489,0.0553,0.0175,0.105,4.36,58.2,137,12.8,48.6,11.5,0.305,8.75,1.63,9.09,1.78,4.86,0.809,9.54,0.774,0.0127,0.0779,6.2,-9999,-9999,-9999,-79.79,-11.82,-9999,-9999,
7/1/2010 16:25,FLUME_UJ,JEMEZ_S111,GRAB,Grab,Surface water,-9999,7,15.2,53,BAD READING,0.29,7.61,4.965,0.2351,0.0695,0.7497,0.065,0.08,0.1965,2.9685,0.2226,6.1965,0.8151,3.0731,1.5765,0.0249,13.5896,0.0095,0.059,0.0685,0.0098,0.035,74.6,14100,56.6,1.45,0.513,0.111,5.17,70.9,0.14,0.459,-9999,18.2,0.441,0.122,289,0.352,0.038,0.152,0.0193,0.0681,12.2,192,422,47.8,202,47.6,5.585,50,7.47,45,9.64,29.5,4.04,30.9,4.44,0.0086,0.339,30,-9999,-9999,-15.7342,-85.17,-12.2,-9999,-9999,
7/1/2010 15:45,FLUME_LJ,JEMEZ_S112,GRAB,Grab,Surface water,-9999,7.3,20.4,63.2,BAD READING,0.56,11.7,4.513,0.2803,0.1145,0.6825,0.065,0.08,0.125,2.0031,0.0926,7.0223,0.9762,3.8629,1.4089,0.0352,11.9419,0.002,0.2165,0.1019,0.0141,0.0591,143,12500,41.9,3.12,0.918,0.123,16.3,283,0.256,0.545,-9999,10,0.891,0.181,407,0.656,0.0753,0.692,0.0145,0.0658,16.3,324,660,78,337,71.1,9.82,70.7,11.9,68.2,14,39.5,5.58,38.9,5.56,0.0095,0.36,84.5,-9999,-9999,-11.6363,-81.53,-11.66,-9999,-9999,
7/1/2010 16:05,FLUME_HG,JEMEZ_S113,GRAB,Grab,Surface water,-9999,7,16.2,44.5,BAD READING,0.28,8.269,7.202,0.2758,0.0766,0.8689,0.065,0.08,0.0289,2.9433,0.105,5.1258,0.8398,2.7993,1.218,0.0245,9.2244,0.002,0.0991,0.1614,0.008,0.0523,148,9440,46.6,2.66,0.359,0.125,3.56,112,0.163,0.334,-9999,4.93,0.305,0.123,600,0.169,0.0234,0.0333,0.0158,0.0465,8.11,383,664,89.7,410,95.1,9.87,98,14.5,85.8,17.9,53.8,6.77,46.4,7.22,0.01,0.116,22.9,-9999,-9999,-14.3215,-82.92,-11.84,-9999,-9999,
7/1/2010 16:20,FLUME_LLJ,JEMEZ_S114,GRAB,Grab,Surface water,-9999,7,13.2,43.7,BAD READING,0.23,8.21,3.378,0.154,0.0512,0.3341,0.065,0.08,0.125,2.5135,0.1239,5.022,0.5373,2.546,0.7703,0.0205,8.9554,0.002,0.0293,0.0628,0.002,0.0549,74.9,9280,35.7,1.54,0.338,0.0726,1.39,42.5,0.105,0.213,-9999,3.24,0.309,0.0822,206,0.148,0.0265,0.0518,0.0102,0.0421,6.45,134,350,33.5,140,32.3,3.3,36,5.56,32.3,6.52,19,2.51,22.8,2.77,0.0063,0.0565,14.53,-9999,-9999,-11.3157,-87.83,-12.65,-9999,-9999,
6/30/2010 0:00,VGJJ7,JEMEZ_S115,GRAB,Grab,Surface water,9.4,9.2,25.1,69.8,BAD READING,0.53,13.82,3.773,0.207,0.6727,1.1337,0.065,0.08,0.125,1.4801,0.0323,5.4411,0.9934,8.5303,1.123,0.0237,21.5347,0.002,0.2013,0.2631,0.002,0.0458,343,22400,26.7,7.42,1.99,0.316,10.6,259,0.233,0.447,-9999,2.75,1.44,0.242,442,1.66,0.0486,0.0121,0.0279,0.0966,3.68,423,978,98,383,81.3,9.15,83.5,13.4,76.4,14.8,42.8,5.95,40.4,5.62,0.0088,0.344,164,-9999,-9999,-9999,-79.38,-10.84,-9999,-9999,
6/30/2010 0:00,VGJJ9,JEMEZ_S116,GRAB,Grab,Surface water,9.5,9.3,25.6,73.6,BAD READING,0.62,11.3,3.302,0.246,0.784,1.1474,0.065,0.08,0.125,1.2987,0.0245,6.1929,1.129,9.6381,1.0065,0.0237,23.214,0.002,0.1196,0.1334,0.002,0.0197,127,24200,19,3.15,1.62,0.298,5.81,136,0.184,0.31,-9999,1.88,1.36,0.185,238,1.91,0.0059,0.0078,0.0147,0.0745,1.7,223,523,55.8,220,47.9,3.59,46.2,7.2,41.8,8.21,24,3.21,22.6,3.17,0.007,0.126,178,-9999,-9999,-9999,-80.37,-11.1,-9999,-9999,
6/30/2010 0:00,EFJ2/VGS1trib,JEMEZ_S117,GRAB,Grab,Surface water,8.1,7,22,53.2,BAD READING,0.36,10.14,6.955,0.481,0.2114,0.6449,0.065,0.08,0.0106,2.4223,0.0946,6.003,0.9613,3.5447,0.9254,0.0276,6.0879,0.0107,0.3115,0.173,0.0087,0.033,144,6120,63.8,3.99,0.986,0.152,27.9,340,0.447,0.628,-9999,6.21,1.43,0.13,335,0.349,0.0572,0.282,0.0166,0.0767,9.51,418,821,96.3,379,80.5,10.22,72.3,11.1,61.7,11.7,34.4,4.64,35,4.35,0.0097,0.247,55.4,-9999,-9999,-9999,-69.86,-8.78,-9999,-9999,10m north of Jemez & Cerro LaJara confluence
6/30/2010 0:00,EFJ3/VGS2,JEMEZ_S118,GRAB,Grab,Surface water,9.2,9.1,23.8,72.9,BAD READING,0.45,11.14,2.919,0.2403,0.7337,1.5851,0.0148,0.08,0.1216,1.4236,0.047,5.949,1.0801,9.4888,0.9837,0.0234,22.794,0.002,0.1259,0.1036,0.002,0.0153,172,23700,27.3,4.05,1.62,0.23,9.3,186,0.187,0.356,-9999,2.14,1.32,0.224,232,1.63,0.0478,0.0138,0.018,0.0813,3.3,241,533,58.3,243,45.3,4.201,49.9,7.59,40.4,8.53,24.1,3.05,28.2,3.03,0.0103,0.141,174,-9999,-9999,-9999,-79.92,-11.02,-9999,-9999,10m west of Jemez & Cerro LaJara confluence
6/30/2010 0:00,EFJ4/VGS3,JEMEZ_S119,GRAB,Grab,Surface water,9.5,9.3,25.4,70.8,BAD READING,0.73,13.73,2.579,0.1322,0.8152,1.2165,0.065,0.08,0.125,1.2674,0.0315,5.4448,1.0185,9.9826,0.9597,0.0204,25.4163,0.002,0.167,0.2251,0.002,0.0604,235,26600,22.8,4.72,1.72,0.284,8.15,183,0.181,0.381,-9999,2.28,1.29,0.262,279,1.9,0.0631,0.0134,0.0191,0.084,3.06,280,627,65.3,249,56.8,6.17,57.4,8.73,50.1,9.82,27.9,4.16,27.1,3.51,0.0095,0.172,190,-9999,-9999,-9999,-82.34,-11.49,-9999,-9999,10m east of Jemez & Cerro LaJara confluence
6/30/2010 0:00,LaJaraMidWay,JEMEZ_S120,GRAB,Grab,Surface water,7.8,7.1,11.7,-9999,BAD READING,0.18,8.278,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.7523,0.7339,2.8718,1.0384,0.0265,9.4371,0.002,0.0809,0.0991,0.0139,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.7969,-9999,-9999,-9999,-9999,Main stem of La Jara Creek; 1st sign of creek walking downhill from below tributary
6/30/2010 0:00,LaJaraNo2,JEMEZ_S121,GRAB,Grab,Surface water,7,6.9,5.5,-9999,BAD READING,0.25,7.699,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.7392,1.0759,9.5077,1.0263,0.0226,23.2092,0.002,0.1632,0.1987,0.002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.6783,-9999,-9999,-9999,-9999,Seep on south side of La Jara Creek
6/30/2010 0:00,FLUME_ULJ,JEMEZ_S122,GRAB,Grab,Surface water,7.7,7.3,11.2,-9999,BAD READING,0.23,7.097,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.5541,1.0073,8.1694,1.0762,0.0243,20.4164,0.002,0.1893,0.2763,0.002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.6505,-9999,-9999,-9999,-9999,La Jara Creek @ Road
6/30/2010 0:00,TopWLJF,JEMEZ_S123,GRAB,Grab,Surface water,8,7.3,10.2,-9999,BAD READING,0.26,7.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.3321,-9999,-9999,-9999,-9999,
6/30/2010 0:00,TopELJFSp,JEMEZ_S124,GRAB,Grab,Surface water,7.4,7.2,11.9,-9999,BAD READING,0.32,10.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.1153,-9999,-9999,-9999,-9999,
6/30/2010 0:00,VGJJ1,JEMEZ_S125,GRAB,Grab,Surface water,7.8,7.2,16.5,-9999,BAD READING,0.28,7.093,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.8409,-9999,-9999,-9999,-9999,Spring east of Bunkhouse
7/1/2010 18:55,RedondoSp1,JEMEZ_S126,GRAB,Grab,Surface water,-9999,7.2,15.6,-9999,BAD READING,1.24,9.607,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.3402,-9999,-9999,-9999,-9999,Spring on east side of Redondo Creek - James hiked up about 1/2 way up hill to collect sample
7/1/2010 17:50,MidRedondo,JEMEZ_S127,GRAB,Grab,Surface water,-9999,7.1,15.6,-9999,BAD READING,0.37,10.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.284,-83.07,-11.85,-9999,-9999,Redondo Creek ~1/2 way btw upper and lower flumes
7/20/2010 15:15,FLUME_UR,JEMEZ_S128,GRAB,Grab,Surface water,6.9,7.6,16.9,-9999,71.9,0.34,7.931,2.698,0.143,0.0786,0.8599,0.065,0.08,0.0328,5.9387,0.132,8.7878,0.6705,4.4944,0.947,0.0417,12.4289,0.011,0.0619,0.0386,0.0092,0.0388,42.5,8860,62.2,0.96,0.545,0.0958,11.5,67.2,0.0929,0.42,0.382,12.5,0.501,0.105,109,0.309,0.0293,0.025,0.0452,0.0285,10.2,97.1,192,23.6,97.8,20.8,4.65,21.2,3.28,18.7,3.58,11.21,1.579,10.83,1.687,0.0185,0.0685,12.89,-9999,-9999,-4.4824,-81.79,-12.05,0.008,0.033,
7/20/2010 14:50,FLUME_LR,JEMEZ_S129,GRAB,Grab,Surface water,7,7.6,18.1,-9999,74.2,0.56,8.215,2.376,0.15,0.1058,1.1572,0.065,0.08,0.0836,3.5798,0.2509,7.7999,0.7406,4.7303,1.182,0.0335,12.1673,0.0121,0.0426,0.042,0.0117,0.0192,47.6,8910,98.8,1.05,0.61,0.0448,1.77,46.1,0.0716,0.315,0.675,2.09,1.01,0.11,89.2,0.541,0.0268,0.0109,0.0298,0.0419,12.6,85.2,169,21.4,85.5,20.5,4.15,18,2.43,15.1,2.948,9.13,1.023,8.12,1.271,0.014,0.0266,11.67,-9999,-9999,-4.4123,-79.59,-11.66,0.02,0.056,
7/20/2010 14:30,FLUME_RM,JEMEZ_S130,GRAB,Grab,Surface water,6.7,7.6,22.5,-9999,71.4,0.39,6.307,1.682,0.091,0.2129,0.5326,0.065,0.0162,0.0629,2.9357,0.6497,4.9016,0.4446,5.079,0.8174,0.019,16.4689,0.002,0.0225,0.0519,0.002,0.0372,45,12200,288,0.943,0.7,0.063,0.374,21.6,0.0472,0.173,0.52,1.29,2.33,0.135,70.2,0.964,0.0257,0.0105,0.0229,0.0827,3.66,71.1,166,15.9,61.3,12.62,2.226,12.56,1.953,12.1,2.482,7.84,1.1105,7.75,1.299,0.0099,0.0188,9.49,-9999,-9999,-9999,-80.3,-11.94,0.008,0.212,
7/20/2010 13:00,FLUME_UJ,JEMEZ_S131,GRAB,Grab,Surface water,7.3,7.6,15.4,-9999,77.2,0.49,7.936,-9999,-9999,0.0652,0.6369,0.065,0.08,0.0658,2.9957,0.1739,6.8358,0.892,3.3918,1.3445,0.0266,15.6761,0.002,0.0667,0.0604,0.0113,0.0626,76.4,-9999,47.3,1.3,0.396,0.0375,1.94,61.6,0.0602,0.275,0.249,1.54,0.439,0.092,228,0.371,0.0064,0.0087,0.0155,0.0209,12.7,145.5,330,36.4,156,38.6,6.96,38.4,6.15,37.8,7.84,23.5,3.34,24.4,3.81,0.0099,0.0463,36.65,-9999,-9999,-15.9747,-85.44,-12.05,0.005,0.027,
7/20/2010 12:20,FLUME_LJ,JEMEZ_S132,GRAB,Grab,Surface water,6.8,7.5,18.3,-9999,77.2,0.51,8.246,3.688,0.182,0.1204,0.7446,0.065,0.08,0.125,2.0156,0.0923,7.0185,1.006,3.9719,1.4293,0.0356,12.9059,0.002,0.1245,0.0847,0.0157,0.0252,132,9840,41.1,3.95,0.692,0.116,8.45,128,0.21,0.501,1.33,2.59,0.737,0.146,219,0.571,0.134,0.0093,0.0187,0.0368,16.4,205.5,394,48.3,202,43.1,8.28,42.6,6.76,38.8,7.25,22.8,3.37,22.4,3.53,0.0099,0.0841,32.75,-9999,-9999,-15.3735,-75.41,-10.96,0.095,0.001,
7/20/2010 12:00,FLUME_HG,JEMEZ_S133,GRAB,Grab,Surface water,6.9,7.5,14.6,-9999,71.4,0.43,5.774,4.266,0.177,0.0484,0.2987,0.065,0.08,0.0217,3.1153,0.0943,5.6846,0.9275,2.9941,1.1829,0.0264,11.1937,0.002,0.0719,0.0766,0.002,0.0413,109,8530,28.3,2.21,0.279,0.0603,2.28,75.8,0.0547,0.311,0.445,4.64,0.26,0.14,461,0.173,0.0074,0.0121,0.0159,0.0195,8.35,264.5,500,65.1,303,68.3,9.73,74.1,10.93,67.6,14.2,40.6,5.37,37.6,5.9,0.0071,0.0728,26.85,-9999,-9999,-13.3396,-82.95,-11.84,0.008,0.008,
7/20/2010 11:40,FLUME_LLJ,JEMEZ_S134,GRAB,Grab,Surface water,6.7,7.5,13.3,-9999,73.7,0.36,5.896,-9999,-9999,0.0468,0.4412,0.065,0.08,0.0485,2.6041,0.1053,4.9925,0.5418,2.7346,0.7914,0.0202,9.9324,0.002,0.0213,0.0504,0.002,0.055,47.8,7560,28.4,0.965,0.266,0.0335,0.655,22.7,0.0342,0.155,0.175,1.48,0.272,0.0739,114,0.144,0.0079,0.0064,0.0117,0.0175,6.66,77.2,220,18.9,78.7,16.96,3.21,21.1,3.13,18.7,4.15,11.29,1.651,11.01,2.05,0.0057,0.0218,12.1,-9999,-9999,-7.3279,-83.22,-11.97,0.054,0.017,
