DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,d13C-DIC,dD,d18O,NH4-N,Ortho-P,FI,HIX,SUVA254,SamplingNote
MST,,,,,,pH,pH,degC,uS/cm,%,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,
(Detection limit),,,,,,,,,,,0.2,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.14,0.04,0.015,0.012,0.006,0.024,0.004,0.042,0.096,0.684,0.723,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.342,0.003,0.0003,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,,0.4,0.1,0.01,0.01,,,,
(Lab Method),,,,,,PH_EC1,PH_EC2,OxyTem,PH_EC1,OxyTem,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ThermoQuest,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,
7/26/2011 13:05,TopUJSp,JEMEZ_S511,GRAB,Grab,Surface water,-9999,6.8,7.1,82.7,71.9,0.1975,7.742,0.6771,0.2167,0.0319,0.6537,0.065,0.0048,0.125,3.9722,0.524,8.2224,0.9934,5.0204,0.4121,0.0314,5.6925,0.0019,0.021,4.2417,5692.5314,1.2594,0.6529,0.1713,0.272,0.3808,27.6063,0.399,0.1028,0.0422,2.0654,0.6942,10.0753,67.2021,0.937,0.0001,0.1008,0.0015,0.1552,3.5868,16.1204,2.7667,4.7958,145.5877,11.6772,1.4838,6.69,1.3561,8.292,2.2669,5.5011,1.1446,5.0679,1.1294,0.234,0.339,18.2363,-13,-89.4,-12.9,-0.03,0.012,1.52,1.778,0.034,"used bottles: 1L amber, 250ml HDPE"
7/26/2011 12:40,TopELJFSp,JEMEZ_S512,GRAB,Grab,Surface water,-9999,5.9,-9999,-9999,-9999,-0.10135,5.332,1.453,0.5887,0.1566,1.0814,0.0356,0.0386,0.5619,2.8032,0.2071,3.6649,0.4165,2.855,3.9078,0.0061,12.1308,0.0043,0.0147,5.3982,12130.8207,0.3615,0.4165,0.276,0.3498,0.9684,14.6581,0.1769,0.0632,0.4852,2.4161,0.6591,13.8494,218.3548,0.1617,0.0001,0.003,0.0015,0.1446,0.9614,80.771,10.8672,35.1794,369.99,49.1298,6.49,33.8652,4.7108,36.8979,9.27,31.0347,5.469,32.1467,6.4192,0.234,0.339,34.0865,-6.6,-86.3,-11.9,-0.014,0.007,1.37,1.668,0.023,"used bottles: 1L amber, 250ml HDPE"
7/27/2011 9:15,TopELJFSp,JEMEZ_S513,GRAB,Grab,Surface water,-9999,6.5,8.6,65.2,71.5,-0.03928,6.664,0.8847,0.1568,0.0386,0.65,0.0349,0.0233,0.125,2.7268,0.1979,6.6087,0.7346,3.274,2.3848,0.0198,8.7713,0.0015,0.021,5.5275,8771.3004,12.4294,1.0206,0.4547,0.3506,3.7389,26.6777,0.3405,0.0699,0.0656,1.445,1.8391,12.4294,96.1003,0.2627,0.0001,0.1011,0.0015,0.1728,1.6067,31.0229,38.1976,11.3986,160.1672,21.524,3.4054,19.6041,3.3347,14.0058,3.3044,10.5195,2.2231,18.3914,2.4455,0.234,0.339,25.7682,-15.6,-91.7,-13.3,-0.029,0.011,1.51,4.401,0.036,"used bottles: 1L amber, 250ml HDPE"
7/27/2011 10:00,TopWLJF,JEMEZ_S514,GRAB,Grab,Surface water,-9999,6.4,10.8,57.7,66.1,0.06105,5.639,2.568,0.1316,0.1737,0.5238,0.065,0.08,0.125,3.0986,0.2169,6.6287,0.6859,2.0827,0.0405,0.0269,7.2503,0.0033,0.021,16.9474,7250.2747,15.744,0.7591,0.1013,0.6348,5.1644,0.9466,0.0297,0.2036,0.3259,3.2892,0.9617,0.4924,242.6786,0.0201,0.0001,0.1003,0.0015,0.1444,8.5639,134.3758,135.3786,35.6998,268.7515,41.4158,10.1283,39.711,6.9996,35.0981,8.3433,25.2707,3.59,23.6662,3.8909,0.234,0.339,29.0813,-15.3,-85.2,-12.7,-0.031,0.013,1.33,4.074,0.047,"used bottles: 1L amber, 250ml HDPE"
7/27/2011 10:40,TopWLJF,JEMEZ_S515,GRAB,Grab,Surface water,-9999,6.9,15.5,60.9,79.1,0.08395,5.291,4.586,0.2021,0.1472,0.4564,0.065,0.08,0.125,4.1964,0.2604,7.2251,0.8572,2.1594,1.5802,0.0381,6.6432,0.0031,0.0076,35.4372,6643.2186,0.3615,0.8471,0.8057,0.5159,2.9178,77.9417,0.3705,0.2039,0.422,5.9769,0.9521,10.6009,358.4107,0.0303,0.0001,0.003,0.0015,0.1525,19.0816,261.4884,303.8919,69.6629,371.5356,75.7206,15.6489,71.5812,11.0047,59.9707,11.4086,31.4998,6.0375,36.6488,5.9971,0.234,0.339,35.3363,-12.4,-79.9,-11.5,-0.024,0.008,1.36,7.83,0.048,"used bottles: 1L amber, 250ml HDPE"
7/27/2011 12:25,FLUME_UR,JEMEZ_S516,GRAB,Grab,Surface water,-9999,7,14.6,104.4,75.5,0.4141,8.194,4.92,0.2367,0.0451,1.285,0.065,0.08,0.125,8.7278,0.6902,6.9181,0.9306,6.6963,2.0371,0.0636,5.8736,0.0089,0.0696,20.1122,5873.5706,45.4276,0.7164,0.9306,0.5113,7.0943,106.0645,0.5503,0.2882,4.6728,4.1125,1.1007,12.6077,111.0675,0.2802,0.0001,0.003,0.0015,0.1421,13.8084,87.3531,157.0955,24.0146,147.6898,26.9164,7.2344,25.5155,3.262,20.2123,4.0725,9.1956,2.7817,10.5564,2.2113,0.234,0.1121,20.3123,-8,-78.7,-11.7,-0.006,0.027,1.36,9.832,0.049,"used bottles: 1L amber, 250ml HDPE"
7/27/2011 13:45,RedondoSp3,JEMEZ_S517,GRAB,Grab,Surface water,-9999,6.6,10.7,65.8,71.4,0.1821,7.047,0.4971,0.6755,0.0041,0.7261,0.065,0.0394,0.9175,2.4094,0.6505,6.9408,0.4264,4.614,0.5948,0.026,5.071,0.002,0.021,4.6778,5070.9932,60.3882,0.6271,0.7091,0.5918,0.3982,23.4899,0.2782,0.0015,0.1059,2.0667,0.9708,8.9221,18.0459,0.242,0.0001,0.1008,0.0015,0.1311,4.3552,2.2583,2.0994,1.5112,120.3832,8.6298,1.4409,3.8511,0.7864,3.9909,0.7168,1.4477,1.3187,0.6251,0.5494,0.234,0.339,11.1401,-6,-83.6,-12.2,-0.028,0.033,1.51,0.197,0.024,"used bottles: 1L amber, 250ml HDPE"
7/27/2011 15:00,FLUME_LJ,JEMEZ_S518,GRAB,Grab,Surface water,-9999,7.3,17.2,90.5,74.6,0.30003,6.889,3.904,0.2312,0.1751,1.784,0.065,0.08,0.0676,6.9133,0.3641,6.3885,0.8322,5.8478,2.0828,0.0418,5.8086,0.0197,0.1112,27.0399,5808.5801,73.2081,1.1517,1.2789,0.5598,3.1446,69.1021,0.3956,0.2464,0.6289,1.6925,1.8127,10.5155,112.1657,0.6309,0.0001,0.1001,0.0015,0.1502,16.1238,119.176,217.321,29.5436,141.3087,28.8426,8.4925,24.3359,4.3965,18.2269,3.8257,12.5185,2.2533,10.175,2.4036,0.234,0.339,15.7232,-9999,-76.9,-11.1,0.142,0.043,1.34,5.048,0.054,"used bottles: 1L amber, 250ml HDPE"
7/27/2011 15:20,FLUME_RM,JEMEZ_S519,GRAB,Grab,Surface water,-9999,7.1,20.3,64.3,68.4,0.1277,6.163,2.349,0.187,0.5665,1.5741,0.0383,0.0263,0.7959,2.2215,0.428,5.5651,0.4974,5.525,0.8036,0.025,6.1425,0.0038,0.2155,12.8891,6142.4718,255.7685,0.8036,1.1409,0.6465,2.5778,41.6883,0.2588,0.0504,0.2739,2.6282,2.5174,9.7071,68.2721,0.9566,0.0001,0.1007,0.0015,0.1903,4.5615,46.0182,123.8564,11.2679,94.6545,10.0495,2.9705,18.4274,1.5769,9.6769,2.2657,6.2834,0.7453,9.3648,1.2013,0.234,0.339,8.5592,-9999,-79.6,-11.7,-0.028,0.102,1.34,4.259,0.089,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 9:15,FLUME_LLJ,JEMEZ_S520,GRAB,Grab,Surface water,6.4,7,12,40.1,73,0.06612,4.088,1.771,0.09612,0.0955,0.7536,0.065,0.08,0.125,2.306,0.3597,4.8112,0.4973,2.8629,0.5797,0.0226,4.119,0.002,0.021,9.3531,4118.9599,41.9933,0.5124,0.3727,0.5998,1.8184,22.604,0.1889,0.1105,0.1587,3.3253,0.7665,6.7812,50.1308,0.5726,0.0001,0.2331,0.0015,0.1547,6.088,25.2161,49.2266,6.51,126.0804,11.5733,3.265,8.2681,0.7334,6.6607,2.1097,5.6661,0.8025,5.7264,0.9886,0.234,0.339,4.5208,-10.3,-85.2,-12.4,-0.022,0.009,1.4,3.684,0.038,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 10:00,FLUME_HG,JEMEZ_S521,GRAB,Grab,Surface water,6.7,7.2,15.1,73.2,70.7,0.2523,4.852,4.173,0.1941,0.0134,1.6728,0.065,0.0341,0.125,2.938,0.5523,6.1968,0.9661,3.5095,1.7748,0.0322,4.9669,0.0059,0.021,21.8504,4966.9275,35.9116,0.7243,0.4542,0.6474,1.8411,42.8916,0.262,0.8467,0.6424,3.9958,0.6929,8.8312,254.9217,0.789,0.0001,0.1012,0.0015,0.1669,10.0047,127.4609,165.9014,35.0012,233.6783,43.2962,7.5263,35.3046,6.191,35.0012,7.6072,25.1887,3.5608,24.1771,4.1374,0.234,0.339,12.736,-9.3,-78.1,-11.3,-0.031,0.008,1.4,5.764,0.044,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 10:30,FLUME_LJ,JEMEZ_S522,GRAB,Grab,Surface water,7.7,7.7,14.3,21.4,52,2.258,25.63,6.784,0.6168,0.191,1.5451,0.03,0.0186,0.2023,2.5125,1.0511,19.7719,4.0963,6.1648,5.232,0.1578,6.7571,0.0207,0.0147,14.364,6757.1269,192.1937,0.5918,3.3482,0.6757,172.9744,124.4202,1.7399,1.224,0.4451,2.1141,2.7514,23.8725,49.5658,2.627,0.0001,0.1012,0.0015,0.2792,109.247,21.8494,31.3579,5.1791,125.9375,8.2643,26.5025,9.0028,1.5568,7.8091,2.0939,5.5938,1.3929,4.6936,0.9088,0.234,0.339,654.0656,-9999,-72.9,-10.1,0.016,0.063,1.56,11.58,0.028,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 11:30,FLUME_UJ,JEMEZ_S523,GRAB,Grab,Surface water,6.3,7.2,14.5,63.7,74,2.4073,6.934,2.579,0.1101,0.0788,0.7821,0.065,0.08,0.125,2.7779,0.527,7.3053,0.9132,4.4677,1.6804,0.0328,7.401,0.0026,0.021,23.2108,7400.983,49.272,0.8735,0.8612,0.7126,2.8199,55.7873,0.3309,0.4449,0.1588,1.9851,0.8928,11.3,142.5224,0.8246,0.0001,0.1018,0.0015,0.1435,9.7831,89.9927,149.6485,25.0432,166.2422,29.3189,5.5787,23.2108,3.7768,20.3603,4.632,16.2883,2.8097,13.7432,2.3618,0.234,0.339,32.2711,-10.8,-84.9,-12.2,-0.03,0.02,1.33,9.418,0.048,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 12:00,CowboySp,JEMEZ_S524,GRAB,Grab,Surface water,7.2,7.1,11.6,70.1,74.8,0.4716,6.721,0.6496,0.2642,0.7216,3.6014,0.065,0.6846,1.1838,2.3556,0.5261,4.5161,0.7733,7.2453,4.5357,0.017,13.336,0.0061,0.0212,18.2126,13335.9995,13.336,0.6568,0.9325,0.8191,0.5334,19.4069,0.1403,0.0262,0.0021,1.6819,0.7733,16.6202,67.4762,1.0052,0.0001,0.0995,0.0015,0.1493,4.6477,23.1887,97.3329,6.8173,74.0447,10.8081,2.4682,9.6039,2.3607,10.2707,3.1847,7.1656,0.3861,8.1907,1.4112,0.234,0.339,34.1362,-11.2,-87.9,-12.6,-0.026,0.007,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 14:10,VGJJ7,JEMEZ_S525,GRAB,Grab,Surface water,8.2,8.7,18.8,113.2,92,1.2903,11.04,6.843,0.446,0.9297,1.7329,0.065,0.0139,0.125,1.307,0.478,7.2797,1.205,11.4307,2.1675,0.057,8.6496,0.0145,0.1552,67.3999,8649.6475,118.4603,2.8288,2.1445,0.0025,8.5475,137.8633,0.6485,0.6597,1.1846,2.2773,1.9199,15.9309,273.6842,2.3488,0.0001,0.1021,0.3064,0.2645,29.2066,267.557,460.5656,65.868,167.2742,58.209,11.846,64.5405,8.619,43.7078,9.6709,25.4281,4.2482,27.3684,4.4321,0.234,0.242,246.7243,-9999,-69.6,-9.5,-0.025,0.02,1.41,7.524,0.022,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 15:30,RedondoMeadowSp,JEMEZ_S526,GRAB,Grab,Surface water,5.5,6.3,14.3,56.6,65.8,0.442,7.925,0.5329,0.416,0.4338,3.288,0.065,0.671,1.4143,3.1495,0.7434,5.8159,0.4924,5.3196,0.632,0.0252,8.0284,0.0037,0.1045,6.3403,8028.3666,305.4598,0.843,1.0088,0.0169,0.6591,20.297,0.2572,1.045,0.0079,2.2106,1.9895,12.3591,19.4932,1.5474,0.0001,0.1005,0.1005,0.2412,2.5221,3.2154,3.356,1.8719,116.7178,1.5273,0.305,1.3806,0.9043,4.4905,0.7295,2.4286,1.256,2.2709,0.8879,0.234,0.339,2.2709,-9999,-81.4,-12.2,-0.008,0.094,1.44,0.499,0.038,"used bottles: 1L amber, 250ml HDPE"
8/16/2011 16:25,FLUME_LJ,JEMEZ_S527,GRAB,Grab,Surface water,7.1,7.4,14.5,79.9,73.4,0.6547,7.638,2.419,0.1221,0.2163,2.2442,0.065,0.08,0.125,5.042,0.5595,6.689,0.8499,5.8304,1.8889,0.0438,5.9494,0.0204,0.263,12.5987,5949.403,142.9857,0.9969,1.3579,0.0015,2.2098,49.395,0.431,0.294,0.192,2.6097,1.5298,12.0988,48.9951,1.2199,0.0001,0.003,0.1,0.215,15.4984,38.6961,56.8943,9.689,145.6854,3.4297,6.0394,9.3791,2.0954,10.8789,1.7968,5.1895,0.8072,4.1296,1.2099,0.234,0.339,12.4987,-9999,-76.3,-11.1,-0.028,0.035,1.35,7.302,0.05,"used bottles: 1L amber, 250ml HDPE"
8/17/2011 9:50,TopELJFSp,JEMEZ_S528,GRAB,Grab,Surface water,7.3,7,8.8,53.5,69.5,0.3878,5.545,0.8694,0.04871,0.1255,0.5866,0.016,0.08,0.1303,2.6369,0.3928,6.4579,0.7072,2.7056,2.3501,0.0212,8.9926,0.0013,0.021,6.3318,8992.5889,70.4203,0.6752,0.5292,0.0015,1.6005,26.9077,0.3011,0.6312,0.1861,3.8711,1.6105,13.804,48.714,0.8232,0.0001,0.1,0.0015,0.2111,1.8005,11.2032,8.8726,4.7114,140.6405,3.1109,0.9923,5.0114,1.2003,9.3527,2.1806,5.6216,1.3954,4.8414,1.1953,0.234,0.105,14.004,-12.7,-91.4,-13.2,-0.022,0.01,1.49,3.803,0.036,"used bottles: 1L amber, 250ml HDPE"
8/17/2011 11:05,TopELJFSp,JEMEZ_S529,GRAB,Grab,Surface water,7.3,7.1,10.4,50,69.7,0.4024,4.8,1.615,0.06597,0.3746,2.781,0.065,0.08,0.1768,3.741,0.5261,6.5284,0.8385,2.0781,1.6292,0.03,8.2048,0.0015,0.042,6.5438,8204.7579,66.7387,0.5883,1.0386,0.0545,0.5023,25.0145,0.2962,0.3992,0.1061,2.4414,0.7324,12.9075,119.069,0.5513,0.0001,0.1001,0.0015,0.1961,16.6096,79.346,34.8202,21.9127,229.1329,24.9144,8.2748,25.0145,3.0788,22.0128,3.6721,12.5073,1.2617,11.7568,2.4914,0.234,0.0284,16.6096,-9.9,-84.6,-12.3,-0.028,0.01,1.34,3.805,0.051,"used bottles: 1L amber, 250ml HDPE"
8/17/2011 11:55,SouthSp,JEMEZ_S530,GRAB,Grab,Surface water,7.6,7.1,9,41.5,76.1,0.4579,4.2,0.4613,0.1283,0.1765,2.869,0.1226,0.08,0.6483,2.6207,0.2122,5.1523,0.4024,3.1858,0.4326,0.0215,4.4871,0.0015,0.2153,2.8472,4487.1228,56.4412,0.6147,0.5322,0.0491,0.2274,16.6003,0.2153,1.0564,0.003,4.2155,0.6861,8.109,1.6399,0.655,0.0001,0.003,0.0015,0.1992,1.8713,0.2596,1.2546,1.5353,109.1498,2.5454,0.5795,0.0503,0.2515,0.5232,0.5564,1.2777,0.996,2.0192,0.326,0.234,0.0207,0.3974,-14.2,-91,-13.2,0.123,0.017,1.56,0.983,0.026,"used bottles: 1L amber, 250ml HDPE"
8/17/2011 15:20,FLUME_UR,JEMEZ_S531,GRAB,Grab,Surface water,7.1,7.3,19.5,65.2,71.1,0.5732,7.01,2.946,0.124,0.2497,3.1229,0.065,0.08,0.125,6.9912,0.2537,6.5441,0.7591,5.2473,1.7218,0.0576,6.1207,0.0077,0.042,15.8019,6120.7355,111.0133,0.8581,1.3372,0.0863,5.8207,78.3094,0.4721,0.369,0.297,2.8403,0.8681,12.5015,75.4091,0.8631,0.0001,0.003,0.0015,0.198,11.1013,42.8051,72.8087,12.0014,130.2156,10.8013,5.1506,11.0713,2.0002,14.7018,2.7703,7.0308,1.5232,6.4808,0.9351,0.234,0.0318,14.3017,-7.2,-79.9,-11.6,-0.029,0.022,1.33,10.056,0.051,"used bottles: 1L amber, 250ml HDPE"
8/18/2011 9:30,SpringB,JEMEZ_S532,GRAB,Grab,Surface water,-9999,6.3,-9999,30.1,53.5,0.3017,6.339,1.278,0.4082,0.1198,1.1863,0.065,0.0314,0.5061,2.8237,0.1896,3.6811,0.4135,2.9369,4.003,0.0061,12.5966,0.0041,0.1829,3.8501,12596.6262,60.2403,0.4185,0.5028,0.1077,0.7781,13.2061,0.1879,0.0015,0.6166,3.1796,0.5282,15.5426,162.5371,0.6055,0.0001,0.1016,0.0015,0.2225,1.7777,57.9038,13.3077,26.6155,283.4241,36.8756,3.7993,29.663,5.1707,23.8726,5.6786,19.4029,3.1898,34.2344,4.7237,0.234,0.0223,21.1254,-16.4,-87.3,-12.4,-0.024,0.01,1.66,1.205,0.026,"used bottles: 1L amber, 250ml HDPE"
8/18/2011 10:50,SpringE,JEMEZ_S533,GRAB,Grab,Surface water,6.1,6.3,10.4,23.5,63,0.1118,2.557,1.384,0.1531,0.0005,0.7284,0.065,0.08,0.125,2.8104,0.5435,2.9406,0.3523,2.2205,0.3412,0.0158,6.0842,0.0021,0.0425,26.3212,6084.239,72.7882,0.7208,0.3979,0.1751,0.8939,21.0569,0.1549,0.2966,0.8271,5.9121,0.4677,8.7973,209.557,0.5457,0.0001,0.1012,0.0015,0.1863,3.7255,74.1042,133.6305,22.4742,198.7248,32.294,6.6107,31.2817,4.4037,28.9533,7.0865,19.7409,3.3306,18.2223,3.8874,0.234,0.0501,11.5408,-15.7,-84.1,-12.3,-0.014,0.012,1.37,0.575,0.042,"used bottles: 1L amber, 250ml HDPE"
8/18/2011 12:15,UpJaramilloSp3,JEMEZ_S534,GRAB,Grab,Surface water,6.6,6.6,7.6,51.1,67.5,0.3292,4.924,0.683,0.5725,0.1347,0.6244,0.065,0.0202,2.297,2.5498,0.1878,6.0603,0.5135,3.5519,0.3881,0.026,3.9114,0.0015,0.1384,6.1779,3911.364,83.3421,0.7893,0.7179,0.1715,0.36,21.9638,0.2567,0.0015,0.1103,4.0417,0.702,8.1336,1.9757,1.1634,0.0001,0.003,0.0015,0.2056,1.8353,5.3455,12.1353,2.6567,112.7385,4.5432,1.5284,2.1051,0.7221,1.2536,0.1434,1.2697,0.7433,2.6567,0.0285,0.234,0.0397,1.364,-11.5,-82.5,-12.5,-0.01,0.019,1.26,0.12,0.019,"used bottles: 1L amber, 250ml HDPE"
8/18/2011 14:30,FLUME_ULJ,JEMEZ_S535,GRAB,Grab,Surface water,7.6,7,15,39.7,72.9,0.3306,4.132,1.541,0.09319,0.0862,0.643,0.065,0.08,0.125,2.1901,0.1142,5.1479,0.477,2.9008,0.6326,0.0228,4.4036,0.0022,0.0848,17.5942,4403.6317,67.4274,0.8075,0.7505,0.1312,0.4719,28.3744,0.24,0.0035,0.8411,2.2069,0.5888,8.1055,75.055,0.5522,0.0001,0.1017,0.0015,0.18,7.0275,46.172,118.9896,11.5633,116.5488,7.658,3.2748,12.3363,2.4296,13.5262,2.8883,5.085,1.2174,8.8988,0.7358,0.234,0.039,8.9395,-9,-85.7,-12.5,-0.026,0.012,1.38,2.938,0.042,"used bottles: 1L amber, 250ml HDPE"
8/18/2011 14:50,LaJaraSeep,JEMEZ_S536,GRAB,Grab,Surface water,-9999,6.8,5.5,41.9,77.3,0.3413,4.196,1.498,0.4093,0.1276,0.6392,0.0591,0.08,0.9365,2.2918,0.1663,5.0674,0.4984,2.8152,0.617,0.0233,4.4474,0.0021,0.0845,5.5922,4447.3862,83.6797,0.6909,0.4822,0.1996,0.3059,18.2353,0.234,0.0015,0.6463,1.5297,0.6159,8.2667,112.451,0.5663,0.0001,0.1013,0.0015,0.1884,5.5111,39.0033,27.7582,11.2046,172.4249,14.0007,3.1709,12.866,2.5266,13.4536,3.9611,12.1569,1.8742,10.9209,1.4882,0.234,0.0212,6.0582,-13.2,-86.5,-12.7,0.005,0.017,1.42,1.909,0.026,"used bottles: 1L amber, 250ml HDPE"
8/18/2011 3:50,EastSp,JEMEZ_S537,GRAB,Grab,Surface water,5.6,6.8,9.3,46.5,70.1,0.1953,3.06,3.481,0.8479,0.3217,1.3847,0.0419,0.08,3.0605,4.1595,0.144,5.6958,0.5436,2.1133,1.8315,0.0154,7.6652,0.0054,0.281,12.419,7665.1656,61.9932,0.6983,0.3278,0.2962,0.5751,24.5326,0.2942,0.6108,2.5551,4.255,0.4825,12.2154,957.8912,0.5029,0.0001,0.003,0.0015,0.2107,3.3491,172.0336,89.4778,91.7173,816.3961,144.5489,14.3531,147.8064,22.9039,137.3215,31.9636,92.0227,12.1136,89.1724,14.0477,0.234,0.0322,67.6937,-15.2,-89,-12.7,0.011,0.01,1.41,1.263,0.054,"used bottles: 1L amber, 250ml HDPE"
8/19/2011 8:00,TopHGSp,JEMEZ_S538,GRAB,Grab,Surface water,5.1,6.5,6.6,28.7,72.2,0.1614,4.037,0.9801,0.5142,0.1163,1.2172,0.065,0.08,1.9384,4.0737,0.1958,5.3271,0.7272,2.3431,0.3656,0.0076,8.0418,0.0021,0.2167,5.9757,8041.8127,78.0886,0.7708,0.2299,0.2573,0.7262,18.6359,0.2461,0.097,1.1344,2.6536,0.4234,11.9513,133.6926,0.5054,0.0001,0.003,0.0015,0.1752,1.3471,24.5103,13.1667,8.4875,175.1171,21.9783,2.1492,14.2808,1.8028,19.1424,4.3551,13.268,2.7853,14.7872,1.4696,0.234,0.0403,2.8055,-14.4,-89.5,-12.7,0.026,0.016,1.48,0.807,0.037,"used bottles: 1L amber, 250ml HDPE"
8/19/2011 9:50,UpRedondoSp3,JEMEZ_S539,GRAB,Grab,Surface water,5.1,7.3,12.4,55.5,72,0.5214,6.021,2.055,0.1355,0.1964,0.584,0.065,0.08,0.125,1.971,0.2056,6.9353,0.4337,4.5902,0.4922,0.028,5.4864,0.0016,0.0424,8.7843,5486.4238,88.045,0.5749,1.1931,0.2471,0.4528,32.3739,0.3066,0.0015,1.1901,1.4422,0.829,10.1862,30.1552,0.6727,0.0001,0.003,0.0015,0.1916,5.2847,20.8766,83.91,5.9403,89.1544,1.2607,2.1694,8.1086,1.7115,5.8293,1.1638,5.7386,0.9319,4.841,0.6979,0.234,0.041,4.9216,-10.3,-80,-11.9,-0.026,0.022,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/19/2011 11:00,UpRedondoPondSp,JEMEZ_S540,GRAB,Grab,Surface water,5.3,7,7.4,69.7,72.6,-0.5673,6.499,0.7463,0.1551,0.4563,0.5137,0.0603,0.0222,0.6335,2.6775,0.2321,7.8212,0.6201,3.4243,0.3303,0.0287,4.975,0.002,0.021,5.3499,4975.0272,78.0198,0.6718,1.4489,0.2807,0.2665,27.0536,0.3283,0.0015,0.4286,1.7326,0.7711,9.9197,16.0093,0.7812,0.0001,0.1013,0.0015,0.1844,1.4185,13.2735,23.7099,3.0022,114.0325,0.3141,1.4168,4.6711,0.5066,4.8322,1.1166,1.4084,0.4235,1.8502,0.0285,0.234,0.0217,3.9213,-14.9,-84,-12.4,-0.029,0.018,-9999,-9999,-9999,"used bottles: 1L amber, 250ml HDPE"
8/24/2011 11:50,FLUME_LLJ,JEMEZ_S541,GRAB,Grab,Surface water,6.5,6.7,15.4,-9999,64.9,-0.4335,8.72529,2.042,0.1277,0.0402,0.6551,0.065,0.08,0.125,3.51,0.1281,5.1059,0.5279,2.8633,0.6294,0.024,4.2838,0.0019,0.1056,15.5314,4283.8262,65.171,0.9431,0.6694,0.2893,0.3756,30.7583,0.2365,0.0015,0.5857,1.5328,0.6832,8.4661,92.8839,0.5857,0.1178,0.003,0.0015,0.1888,6.7912,54.0046,116.7393,12.3845,123.0636,11.9785,2.7307,13.6027,1.9775,15.5314,3.9894,8.9636,1.5339,9.5929,2.1115,0.234,0.0552,8.1616,-10.9,-82.6,-12.1,-9999,-9999,1.37,4.096,0.046,"used bottles: 1L amber, 250ml HDPE"
