DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,dD,d18O,NH4-N,Ortho-P,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,SamplingNote
MST,,,,,,pH,degC,uS/cm,%,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,au,au,au,
(Detection limit),,,,,,,,,,0.00023,0.00026,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.00424,2.265,0.7582,0.0403,0.00424,0.66,3.2668,0.1443,0.4243,0.0106,0.1527,0.123,0.00212,0.1761,0.1252,0.00636,0.00212,0.01485,0.00849,0.2715,0.0127,0.7637,0.0764,0.0127,0.0382,0.1782,0.00636,0.0191,2.1001,4.5184,0.3606,0.6788,0.1909,0.9758,0.7849,0.0424,0.2969,0.0424,0.2969,0.0212,0.063,0.0212,0.0658,0.00212,0.1365,0.4,0.1,0.01,0.01,,,,,,,
(Lab Method),,,,,,PH_EC1,OxyTem,PH_EC1,OxyTem,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
5/2/2012 22:00,FLUME_LLJ,JEMEZ_s740,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.253,0.2013,1.185,21.55,1.67,0.95,0.255,29.8,0.725,0.02,2.6,4235,606,40.93,9780,132,874,3789,1.06,0.13,0.39,1.44,19.6,0.04,0.4,0.54,10.25,0.27,0.25,24.11,123.7,0.17,0.01,0.02,0.1,0.04,9.55,86.6,189,18.1,162,27,5,21,2,15,3,16,2,10,2,0.01,0.06,22.11,-86.41,-12.38,0.0048,0.001,-9999,-9999,-9999,-9999,-9999,-9999,
5/3/2012 22:00,FLUME_LLJ,JEMEZ_s741,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.488,0.8563,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-86.55,-12.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
5/4/2012 22:00,FLUME_LLJ,JEMEZ_s742,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.231,0.6115,1.185,20.13,1.67,0.95,0.255,28.89,0.725,0.03,2.7888,4271,613,47.52,10359,174.3,813,3645,1.28,0.07,0.3,1.8,23.46,0.05,0.24,1.16,10.15,0.27,0.39,24.71,124.7,0.18,0.05,0.06,0.08,0.06,10.38,95.62,218.72,18.53,158.36,14.64,2.99,17.93,2.99,16.93,2.99,11.95,0.0106,12.95,1,0.0329,0.06,20.02,-85.82,-12.43,0.079999998,0.031599998,-9999,-9999,-9999,-9999,-9999,-9999,
5/5/2012 22:00,FLUME_LLJ,JEMEZ_s743,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,2.979,0.2652,1.185,14.16,1.67,0.95,0.255,32.94,0.725,0.03,4.554,4116,633,73.06,9614,161.37,806,3622,1.71,0.06,0.41,3.91,39.81,0.05,0.37,0.86,3.36,0.3,1.04,27.09,190.77,0.16,0.0064,0.06,0.06,0.06,8.11,138.2,354.42,31.83,130.68,30.99,3.96,24.75,4.95,27.72,4.95,20.79,1.98,15.84,2.97,0.0329,0.07,26.7,-85.78,-12.24,0.0546,0.025699999,-9999,-9999,-9999,-9999,-9999,-9999,
5/11/2012 11:50,TopELJFSp,JEMEZ_s744,GRAB,Grab,Surface water,7.3,5.2,-9999,60.2,2.947,5.149,0.305,1.185,12.47,1.67,0.95,0.255,33.69492249,0.725,0.00212,13.43,2495.5207,855.803,512.41,16172.6194,167.93,2092.4,7631.51,6.26,0.95,0.59,2.46,298.14,0.09,1.86,1.18,3.48,0.24,0.51,32.59,757.17,0.0382,0.0064,0.0191,0.0891,0.00318,18.19,746.68,1635.8,199.1,31.71,142.56,23.5,172.35,25.3,134.87,26.73,81.99,8.91,71.84,10.03,0.0329,0.00106,70.66,-84.54,-12.32,0.0067,0.0088,1.33,4.267179,0.235,0.175,0.04563993,0.033987182,uranium sample
5/11/2012 12:20,SouthSp,JEMEZ_s745,GRAB,Grab,Surface water,7.2,6.5,-9999,59.9,3.47,0.4418,0.3739,1.185,12.53,1.67,0.95,19.35,24.99351534,0.725,0.00212,109.1,3073.63,456.53,54.85,14509.935,276.31,1513.7092,6108.2092,1.64,0.0764,0.0615,0.62,27.17,0.0626,0.98,0.00106,3.36,0.6,0.1358,24,98.8453,1.02,0.0064,0.0191,0.0891,0.00318,1.46,51.32,357.47,11.32,41.8,3.85,1.88,17.63,2.71,14.83,3.44,10.89,1.77,9.59,1.06,0.0329,0.00106,16.61,-90.84,-13.2,0.0114,0.064000003,-9999,-9999,-9999,-9999,-9999,-9999,tritium and uranium sample
5/11/2012 0:00,BelowSouthSp,JEMEZ_s746,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00212,69.09,2975.41,462.57,41.06,14055.0577,279.86,1284.6935,6257.1901,1.44,0.0764,0.0615,0.45,19,0.0626,1.15,0.74,3.34,0.93,0.1358,24.29,86.9803,0.97,0.0064,0.0191,0.0891,0.00318,3.48,43.05,274.44,9,49.96,3.69,2.8,12.78,2.59,12.67,2.73,11.71,1.92,10.19,1.97,0.0329,0.00106,10.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,uranium sample; only uranium split. They were not taken other field parameters
5/11/2012 13:01,WFLJbelowSouthSp1,JEMEZ_s747,GRAB,Grab,Surface water,7.6,5.2,-9999,62.7,3.273,2.123,0.2048,12.55,10.56,1.67,0.95,0.255,25.43024252,0.725,0.00212,45.35,2618.83,566.91,134.28,14758.3067,252.92,1506.3523,6496.3525,0.41,0.0764,0.0615,0.97,71.68,0.0626,0.55,0.67,3.94,0.93,0.1358,26.68,199.0389,0.91,0.0064,0.0191,0.0891,0.00318,5.5,172.96,539.46,43.57,175.67,34.12,4.82,40.24,6.17,40.52,8.63,26.07,2.82,20.18,2.13,0.0329,0.00106,27.11,-86.94,-12.86,0.0038,0.035700001,1.39,5.644719,0.097,0.075,0.045690061,0.035327367,uranium sample
5/11/2012 1:40,WFLJaboveConf,JEMEZ_s748,GRAB,Grab,Surface water,7.2,5.1,-9999,62.7,3.182,2.429,0.2033,1.185,1.67,1.67,0.95,0.255,25.35948642,0.725,0.00212,35.16,2608.04,537.38,136.76,14981.4534,249.2,1491.802,5645.1995,2.25,0.0764,0.0615,0.93,75.4,0.0626,0.65,0.81,3.13,1.01,1.55,24.88,189.2993,0.68,0.0064,0.0191,0.0891,0.00318,5.9,177.11,516.15,43.71,168.89,20.83,5.77,40.38,5.6,37.08,6.12,17.74,2.61,20.3,2.67,0.0329,0.00106,20.32,-87.32,-12.94,0.0088,0.033199999,1.34,5.662372,0.111,0.086,0.045697818,0.035405517,uranium sample
5/11/2012 2:26,EastForkLJAboveConf,JEMEZ_s749,GRAB,Grab,Surface water,7.8,5.9,-9999,64.9,3.209,3.953,0.3646,10.17,14.86,1.67,0.95,10.27,31.11661493,0.725,0.00212,24.58,2034.99,675.28,412.22,19715.6301,246.19,1815.4057,7354.2727,6.52,0.58,0.0615,2.32,195.6,0.0626,2.69,0.98,4.31,1.25,0.1358,25.75,511.4629,0.62,0.0064,0.0191,0.0891,0.00318,9.15,496.17,1281.82,119.52,483.88,103.07,13.83,119.86,18.93,96.4,19.26,56.76,7.81,48.72,7.73,0.0329,0.00106,50,-83.8,-11.96,0.0198,0.026799999,1.41,3.736536,0.176,0.132,0.044523147,0.03339236,uranium sample
5/11/2012 2:48,LaJaraBelowConf,JEMEZ_s750,GRAB,Grab,Surface water,7.7,6.2,-9999,64.4,3.073,2.472,0.1764,1.185,1.67,1.67,0.95,0.255,25.33430783,0.725,0.00212,20.03,2533.41,595.71,91,15412.7669,256.19,1576.0135,5836.3694,2.06,0.0764,0.52,0.73,47.68,0.0626,0.00318,0.68,4.36,1.77,3.43,28.44,138.1651,0.76,0.0064,0.0191,0.0891,0.00318,4.92,112.95,286.69,29.72,117.67,17.23,4.21,26.97,4.76,29.25,4.59,13.62,1.67,13,1.33,0.0329,0.00106,17.22,-87.53,-12.6,0.030999999,0.0305,1.35,6.183002,0.113,0.087,0.045711974,0.035194175,uranium sample.  There is a HOBO light and temperature sensor
5/11/2012 3:15,LaJaraSeep,JEMEZ_s751,GRAB,Grab,Surface water,5.6,5.6,-9999,67.5,3.114,1.328,0.5171,1.185,13.32,1.67,0.95,26.05,28.38106301,0.725,0.00212,11.65,2715.04,584.28,354.7,14716.2764,270.07,1624.4778,6216.8242,5.5,0.0764,0.0615,2.55,163.82,0.0626,0.57,0.69,2.22,1.09,0.1358,25.35,361.2613,0.81,0.0064,0.0191,0.0891,0.00318,6.85,351.06,1669.19,82.88,350.79,75.4,9.17,80.93,12.22,67.4,11.06,39.01,4.85,32.73,3.71,0.0329,0.00106,26.04,-88.29,-12.6,0.0002,0.042100001,1.41,1.491885,0.088,0.066,0.06626506,0.049698795,tritium and uranium sample
5/11/2012 3:00,LaJaraMidWay,JEMEZ_s752,GRAB,Grab,Surface water,7.6,7,-9999,62.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00212,8.52,2487.75,534.11,29.01,15090.654,247.2,1512.4837,6118.3395,1.22,0.0764,0.0615,0.36,19.6,0.0626,0.8,0.51,9.18,1.17,0.1358,26.25,142.9976,0.72,0.0064,0.0191,0.0891,0.00318,5.7,103.14,193.31,22.55,104.85,17.19,4.52,22.49,4.37,27.13,4.76,17.18,2.74,16.06,1.48,0.0329,0.00106,12.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,only uranium sample
5/11/2012 3:20,LaJaraAboveSeep,JEMEZ_s753,GRAB,Grab,Surface water,7.5,7.7,-9999,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00212,5.58,2476.62,582.36,52.43,14752.9598,247.95,1527.7352,5983.5576,1.3,0.0764,0.51,0.48,44.94,0.0626,0.6,0.85,1.84,1.2,2.11,26.96,163.9487,0.91,0.0064,0.0191,0.0891,0.00318,5.58,129.79,195.67,28.99,140.49,27.78,5.54,33.62,5.33,29.32,6.69,18.29,3.11,20.16,2.47,0.0329,0.00106,15.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,only uranium sample.  NO amber bottle sample only HDPE
5/11/2012 3:50,FLUME_ULJ,JEMEZ_s754,GRAB,Grab,Surface water,8.2,8.4,-9999,66.4,3.081,2.163,0.2032,1.185,10.8,1.67,0.95,0.255,26.876175,0.725,0.00212,12.71,3493.4118,916.7796,93.32,13521.4334,164.47,1493.07,6234.58,1.35,0.66,0.16,0.00106,63.55,0.02,0.00318,0.00106,3.47,0.19,0.8,24.6,178.23,2.18,0.0064,0.0191,0.0891,0.00318,6.06,137.7,423.14,31.55,0.3394,9.43,5.1,26.41,4.69,35.3,6.86,19.96,1.31,20.7,2.07,0.0329,0.00106,18.41,-86.88,-12.51,-0.0209,0.0243,1.37,3.32529,0.112,0.085,0.051779935,0.039297272,uranium sample
5/12/2012 8:25,CowboySp,JEMEZ_s755,GRAB,Grab,Surface water,7.5,9.1,-9999,61.9,5.978,0.4727,0.3664,23.06,39.38,1.67,0.95,18,23.51381923,0.725,0.00212,7.84,7191.81,890.75,13.04,35344.846,250.69,5475.382,5540.1211,2.28,0.58,0.0615,0.1,7.63,0.0626,2.09,1.19,6.76,1.46,2.51,20.62,66.0766,1.4,0.0064,0.0191,0.0891,0.00318,4.26,18.81,40.1,3.34,24.81,6.43,0.4879,3.74,1.49,7.71,1.8,6.33,1.6,5.77,0.0106,0.0329,0.00106,31.87,-87.41,-12.44,-0.023700001,0.0115,1.56,2.359801,0.023,0.019,0.048656653,0.040194627,tritium and uranium sample
5/12/2012 9:10,FLUME_UJ,JEMEZ_s756,GRAB,Grab,Surface water,7.4,6.4,-9999,69.6,3.411,4.305,0.2721,1.185,12.38,1.67,0.95,0.255,33.00471009,0.725,0.00212,14.43,4030.754,916.7796,106.25,18233.7585,175.39,2224.8,7012.41,1.94,0.63,0.6,1.35,104.21,0.04,0.00318,1.79,5.49,0.19,0.24,26.63,404.33,2.11,0.0064,0.0191,0.0891,0.00318,8.62,265.84,463.25,61.12,103.53,60.46,9.38,59.29,8.2,55.72,14.01,43.35,4.18,41.7,6.78,0.0329,0.00106,52.63,-84.88,-12.15,-0.0262,0.0154,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
5/12/2012 10:00,TopUJSp,JEMEZ_s757,GRAB,Grab,Surface water,7.2,6.5,-9999,67,5.884,1.806,0.378,1.185,16.32,1.67,0.95,16.09,43.5127645,0.725,0.00212,5.66,4387.49,1205.39,524.26,19551.0677,245.7,1605.2651,10702.0962,6.43,0.0764,0.0615,2.83,242.04,0.0626,0.54,0.76,2.65,1.38,2.96,37.73,663.442,1.36,0.0064,0.0191,0.0891,0.00318,4.6,490.18,1569.26,117.28,509.91,103.86,11.2,115.62,18.09,98.51,21.62,58.15,8.96,60.62,9.45,0.0329,0.00106,77.9,-88.12,-12.89,-0.018200001,0.0462,-9999,-9999,-9999,-9999,-9999,-9999,tritium and uranium sample
5/12/2012 10:30,SpringB,JEMEZ_s758,GRAB,Grab,Surface water,5.9,8.3,-9999,61.5,3.125,2.152,0.3251,1.185,23.53,1.67,0.95,10.51,37.26194736,0.725,0.00212,4.54,2755.21,427.23,9.66,27690.9992,216.18,4867.1706,4578.5546,0.0053,0.0764,0.0615,0.85,7.78,0.0626,9.45,0.83,1.08,1.23,0.1358,6.64,609.1479,0.84,0.0064,0.0191,0.0891,0.00318,0.04,300.07,41.37,100.57,489.46,110.08,10.33,113.82,18.06,111.52,23.26,79.09,12.83,88.4,15.99,0.0329,0.00106,23.63,-87.58,-12.71,0.158700004,0.0188,-9999,-9999,-9999,-9999,-9999,-9999,tritium and uranium sample
5/12/2012 12:00,FLUME_RM,JEMEZ_s759,GRAB,Grab,Surface water,7.4,16.3,-9999,68.3,4.352,1.726,0.2078,1.185,14.54,1.67,0.95,0.255,28.92691214,0.725,0.00212,1.22,5306.76,439.91,33.04,17739.6459,374.82,1655.6741,6197.5485,1.02,1.14,0.0615,0.45,25.37,0.0626,6.05,0.58,1,2.8,0.71,23.05,72.8758,1.84,0.0064,0.0191,0.0891,0.00318,2.8,76.6,169.41,18.68,62.79,11.2,2.61,10.07,2.8,11.65,1.77,11.29,1.83,7.76,0.0106,0.0329,0.00106,0.0682,-78.07,-11.54,-0.0051,0.1622,-9999,-9999,-9999,-9999,-9999,-9999,tritium and uranium sample
4/24/2012 0:00,TopUJSp,JEMEZ_s760,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
4/23/2012 0:00,SouthSp,JEMEZ_s761,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
4/23/2012 0:00,FLUME_ULJ,JEMEZ_s762,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
4/23/2012 0:00,FLUME_RM,JEMEZ_s763,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
4/24/2012 0:00,FLUME_HG,JEMEZ_s764,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
4/24/2012 0:00,FLUME_UJ,JEMEZ_s765,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
4/24/2012 0:00,FLUME_UR,JEMEZ_s766,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,tritium sample
5/29/2012 10:00,FLUME_UR,JEMEZ_s767,GRAB,Grab,Surface water,6.7,6.4,-9999,57.9,5.458,2.296,0.197,1.185,17.84,1.67,0.95,0.255,57.79,0.725,0.00212,18.05,4911.7175,683.9626,11.39,13122.3533,229.34,1042.45,9166.96,0.0053,0.67,0.1,0.00106,10.23,0.02,0.00318,0.00106,0.00742,0.25,0.38,43.86,35.12,4.13,0.0064,0.0191,0.0891,0.00318,8.49,48.58,46.5,3.68,10.34,0.0955,0.4879,11.84,0.0212,12.7,0.0212,0.1484,0.0106,0.0315,0.0106,0.0329,0.00106,9.74,-81.72,-12.1,-9999,-9999,1.32,4.414438,0.078,0.063,0.033972125,0.027439024,
5/29/2012 9:30,FLUME_LR,JEMEZ_s768,GRAB,Grab,Surface water,7,5.7,-9999,66.3,6.039,2.067,0.08356,1.185,22.91,1.67,0.95,0.255,41.69,0.725,0.00212,27.25,5294.0482,777.7503,13.38,13397.4128,256.29,1418.66,9566.79,0.0053,0.75,0.09,0.00106,15.39,0.03,0.00318,0.00106,0.00742,0.57,0.34,40.57,34.42,3.69,0.0064,0.0191,0.0891,0.00318,11.27,30.12,52.68,7.99,15.03,0.0955,4.33,0.3924,0.0212,6.42,1.17,10.99,0.0106,0.0315,0.0106,0.0329,0.00106,10.22,-82.06,-11.77,-9999,-9999,1.39,4.581027,0.092,0.074,0.04450895,0.035800677,
5/29/2012 9:00,FLUME_RM,JEMEZ_s769,GRAB,Grab,Surface water,6.5,7.2,-9999,62.4,5.753,1.178,0.01532,10.03,17.07,1.67,0.95,0.255,32.15,0.725,0.00212,0.08,5354.65,607.67,7,16567.6171,427.41,673.4286,7360.6609,1.5,0.5,0.0615,0.00106,5.8,0.0626,0.00318,0.00106,0.00742,0.00424,0.1358,31.26,15.6,2.18,0.0064,0.0191,0.0891,0.00318,0.0095,12.94,28.18,2.75,10.98,0.0955,2.54,0.3924,0.0212,4.89,0.0212,0.1484,0.0106,1.16,0.0106,0.0329,0.00106,0.0682,-80.45,-11.79,-9999,-9999,1.43,3.289924,0.038,0.033,0.032258065,0.028013582,
5/29/2012 10:45,FLUME_UJ,JEMEZ_s770,GRAB,Grab,Surface water,6.8,8.5,-9999,76.4,4.391,3.089,0.1262,1.185,11.59,1.67,0.95,0.255,33.93,0.725,0.00212,16.94,3702.4275,792.6071,22.54,15768.9863,219.14,1546.07,6961.52,0.0053,0.64,0.5,0.00106,20.33,0.04,0.00318,0.00106,0.00742,0.23,0.68,27.47,132.19,3.2,0.0064,0.0191,0.0891,0.00318,8.05,65.48,101.68,16.36,60.98,8.92,1.81,17.22,0.0212,22.2,4.55,15.15,1.07,18.38,1.78,0.0329,0.00106,22.08,-85.84,-12.41,-9999,-9999,1.36,2.895416,0.16,0.122,0.051796698,0.039494982,
5/29/2012 11:30,FLUME_LJ,JEMEZ_s771,GRAB,Grab,Surface water,6.6,10.4,-9999,62.5,6.548,3.498,0.1653,1.185,10.71,1.67,0.95,0.255,27.04,0.725,0.00212,14.52,4437.4456,1049.1192,11.63,13793.4077,233.27,1707.26,9441.88,0.0053,1,0.13,5.58,12.32,0.05,0.00318,0.00106,0.00742,0.45,0.71,47.74,84.06,3.04,0.0064,0.0191,0.0891,0.00318,25.24,56.39,78.35,15.14,28.62,0.15,3.12,8.97,0.0212,20.91,1.36,9.2,0.0106,10.64,0.99,0.0329,0.00106,32.11,-80.8,-11.47,-9999,-9999,1.33,4.438672,0.191,0.147,0.05460263,0.042024014,
5/29/2012 12:15,FLUME_HG,JEMEZ_s772,GRAB,Grab,Surface water,6.6,13.4,-9999,62.6,3.734,6.733,1.398,1.185,12.48,1.67,0.95,0.255,32.92,0.725,0.00212,21.08,3426.6104,761.0494,53.46,4202,202.6,1391.71,5676.57,0.0053,0.53,0.11,0.00106,39.11,0.03,0.00318,0.00106,2.82,0.11,0.69,25.72,166.42,2.37,0.0064,0.0191,0.0891,0.00318,6.35,115.86,192.8,27.58,34.63,11.84,1.05,25.24,3.47,34.44,5.2,15.28,0.0106,18.42,3.12,0.0329,0.00106,12.41,-84.4,-12.13,-9999,-9999,1.33,3.012782,0.151,0.116,0.022426853,0.017228576,
5/29/2012 13:00,FLUME_ULJ,JEMEZ_s773,GRAB,Grab,Surface water,6.5,12.7,-9999,62.4,3.6,1.99,0.0946,1.185,1.67,1.67,0.95,0.255,25.11,0.725,0.00212,18.93,3294.4256,572.3913,29.24,11404.1967,233.25,994.38,6100.94,0.0053,0.59,0.98,0.00106,18.98,0.03,0.00318,0.00106,8.19,0.16,0.42,24.82,50.13,2.27,0.0064,0.0191,0.0891,0.00318,6.69,39.36,86.26,8.41,0.3394,8.37,2.21,6.42,0.0212,13.11,1.13,7.4,0.0106,0.0315,1.66,0.0329,0.00106,0.0682,-87.35,-12.76,-9999,-9999,1.31,2.517127,0.08,0.062,0.040201005,0.031155779,
5/29/2012 14:00,VGJJ7,JEMEZ_s774,GRAB,Grab,Surface water,8,17,-9999,136.4,6.347,3.735,0.2041,44.28,25.8,1.67,0.95,0.255,12.72,0.725,0.00212,20.86,12336.1494,1325.4841,52.26,4453,235.56,10250.23,8368.98,0.0053,1.3,0.17,2.62,108.36,0.12,0.00318,0.00106,0.00742,0.89,0.69,33.12,108.48,3.46,0.0064,0.0191,0.0891,0.00318,11.48,128.85,253.74,32.18,0.28,9.44,0.69,22.34,3.71,29.14,2.49,15.08,0.0106,13.96,0.0106,0.0329,0.00106,101.35,-75.59,-10.29,-9999,-9999,1.34,5.19805,0.162,0.13,0.043373494,0.03480589,
6/19/2012 10:00,FLUME_UR,JEMEZ_s775,GRAB,Grab,Surface water,-9999,10.7,-9999,56.5,5.561,1.409,0.1823,1.185,22.2,1.67,0.95,0.255,53.11,0.725,0.00212,1.1325,5096.5568,678.9327,26.53,14690.3282,205.18,813.34,10148.51,0.0053,0.285,0.0615,1.6,142.31,0.0626,0.00318,0.00106,2.54,0.00424,1.1,47.11,47.05,0.0382,0.0064,0.0191,0.0891,0.00318,8.39,49.03,94.71,10.98,28.67,0.0955,0.4879,10.93,0.0212,12.82,2.5,4.65,0.0106,7.14,1.88,0.0329,0.00106,9.35,-82.97,-11.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
