SiteCode,date collected (yyyy-mm-dd),time collected (hhmm),DateTime,SampleCode,pH (pH),EC (uS/cm),acid-neutralizing capacity (ueq/L),acidity (ueq/L),alkalinity (ueq/L),H+ (ueq/L),NH4+ (ueq/L),Ca++ (ueq/L),Mg++ (ueq/L),Na+ (ueq/L),K+ (ueq/L),Cl- (ueq/L),NO3- (ueq/L),SO4-- (ueq/L),PO4--- (ueq/L),Si (umol/L),cation sum,anion sum,charge balance,total N (umol/L),total dissolved N (umol/L),particulate N (umol/L),dissolved org N (umol/L),inorganic N (umol/L),total P (umol/L),total dissolved P (umol/L),particulate P (umol/L),dissolved org P (umol/L),inorganic P (umol/L),delta 18O (per mill),delta 18O std dev,delta D (per mill),delta D std dev,D excess (per mill),tritium (TU),tritium std dev,total org C (mg/L),dissolved org C (mg/L),particulate org C (mg/L)
GREEN LAKE 5,6/17/2004,955,,1512,6.28,14.85,31.15,NP,NP,0.52,1.71,82.34,18.38,13.01,5.68,3.72,29.9,55.26,NP,23.42,121.63,120.03,0.01,36,34.99,1.01,3.38,31.61,0.16,0.17,NP,0.17,NP,-17.08,NP,NP,NP,NP,NP,NP,NP,0.64,NP
GREEN LAKE 5,6/24/2004,940,,1513,6.17,14.36,30.54,NP,NP,0.68,0.96,81.19,15.38,13.01,5.52,3.98,34.63,47.09,NP,26.1,116.74,116.24,0,36.09,38.85,NP,3.26,35.59,0.15,0.15,NP,0.15,NP,-15.58,NP,NP,NP,NP,NP,NP,NP,0.83,NP
GREEN LAKE 5,7/1/2004,850,,1514,6.08,13.53,32.66,NP,NP,0.83,0.68,77.84,15.13,12.53,5.11,3.5,31.8,47.01,NP,26.75,112.12,114.97,-0.01,34.31,35.7,NP,3.22,32.48,0.14,0.14,0,0.14,NP,-15.41,NP,NP,NP,NP,NP,NP,NP,0.89,NP
GREEN LAKE 5,7/8/2004,915,,1515,6.21,13.49,34.07,NP,NP,0.62,0.64,76.75,15.53,13.01,4.5,2.96,24.16,49.84,NP,26.48,111.05,111.03,0,27.37,27.26,0.11,2.46,24.8,0.17,0.15,0.01,0.15,NP,-15.61,NP,NP,NP,NP,NP,NP,NP,0.67,NP
GREEN LAKE 5,7/15/2004,910,,1516,6.24,12.18,30.02,NP,NP,0.58,NP,68.01,13.25,13.44,4.3,3.07,20.92,45.3,NP,23.98,99.58,99.32,0,24.15,24.23,NP,3.31,20.92,0.22,0.2,0.02,0.2,NP,-16.38,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 5,7/22/2004,1010,,1517,6.28,12.66,39.45,NP,NP,0.52,NP,70.41,14.05,12.53,3.99,2.28,19.26,45.62,NP,24.25,101.5,106.61,-0.02,21.93,21.42,0.51,2.16,19.26,0.23,0.14,0.08,0.14,NP,-15.91,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 5,7/29/2004,1010,,1518,6.6,13.5,43.85,NP,NP,0.25,NP,75.45,15.19,13.7,4.07,2.17,19.82,51.72,NP,27.58,108.65,117.56,-0.04,21.66,20.38,1.27,0.56,19.82,0.18,0.12,0.05,0.12,NP,-15.62,NP,NP,NP,NP,NP,NP,NP,0.13,NP
GREEN LAKE 5,8/5/2004,935,,1519,6.41,13.54,46.37,NP,NP,0.39,0.78,77.05,15.6,14.4,4.09,2.06,16.35,50.45,NP,27.74,112.3,115.23,-0.01,20.97,21.75,NP,4.61,17.13,0.29,0.18,0.11,0.18,NP,-15.63,NP,NP,NP,NP,NP,NP,NP,0.08,NP
GREEN LAKE 5,8/12/2004,950,,1520,6.34,13.39,52.15,NP,NP,0.46,1.54,78.59,16.14,15.14,3.68,1.89,11.98,57.63,NP,27.81,115.55,123.65,-0.03,16.01,16.73,NP,3.2,13.53,0.32,0.09,0.24,0.09,NP,-15.58,NP,NP,NP,NP,NP,NP,NP,0.28,NP
GREEN LAKE 5,8/19/2004,1030,,1521,6.46,13.61,61.7,NP,NP,0.35,2.42,79.29,16.25,15.31,3.68,2.03,9.35,64.96,NP,28.32,117.3,138.04,-0.08,16.15,15.09,1.06,3.32,11.77,0.32,0.12,0.2,0.12,NP,-15.46,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 5,8/26/2004,930,,1522,6.4,15.9,60.58,NP,NP,0.4,1.5,94.61,18.11,17.36,4.78,2.45,16.42,62.83,NP,33.32,136.77,142.29,-0.02,23.47,21.02,2.45,3.1,17.92,0.3,0.1,0.21,0.1,NP,-14.9,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 5,9/2/2004,925,,1523,6.27,16.82,60.65,NP,NP,0.54,0.88,99.6,19.2,18.75,4.68,2.76,15.92,69.18,NP,34.79,143.65,148.52,-0.02,21.69,18.24,3.45,1.44,16.8,0.34,0.11,0.24,0.11,NP,-14.6,NP,NP,NP,NP,NP,NP,NP,0.35,NP
GREEN LAKE 5,9/9/2004,935,,1524,6.51,17.97,65.71,NP,NP,0.31,1.03,104.79,20.86,19.88,4.86,2.79,15.97,74.37,NP,35.89,151.73,158.84,-0.02,20.89,17.17,3.72,0.18,17,0.3,0.1,0.2,0.1,NP,-14.57,NP,NP,NP,NP,NP,NP,NP,0.35,NP
GREEN LAKE 5,9/16/2004,910,,1525,6.3,18.93,64.42,NP,NP,0.5,1.21,114.67,21.96,21.31,5.34,3.47,21.34,79.34,NP,37.76,165.01,168.57,-0.01,27.43,24.15,3.29,1.6,22.55,0.28,0.13,0.15,0.13,NP,-14.07,NP,NP,NP,NP,NP,NP,NP,0.28,NP
GREEN LAKE 5,9/30/2004,910,,1526,6.68,19,64.32,NP,NP,0.21,0.74,122.65,23.76,22.66,5.75,3.07,20.53,86.84,NP,39.3,175.78,174.77,0,25.56,22.31,3.25,1.03,21.28,0.24,0.08,0.16,0.08,NP,-13.75,NP,NP,NP,NP,NP,NP,NP,0.47,NP
GREEN LAKE 5,10/7/2004,945,,1527,6.64,20.6,64.41,NP,NP,0.23,NP,135.08,27.81,24.45,5.63,3.19,20.58,100.01,NP,39.15,193.19,188.19,0.01,25.12,25.66,NP,5.08,20.58,0.27,0.14,0.13,0.14,NP,-13.75,NP,NP,NP,NP,NP,NP,NP,0.35,NP
GREEN LAKE 5,10/21/2004,900,,1528,6.68,23.6,68.69,NP,NP,0.21,NP,151.6,34.03,26.92,6.16,3.36,24.32,116.7,NP,38.79,218.93,213.06,0.01,32.51,25.66,6.85,1.34,24.32,0.18,0.13,0.05,0.13,NP,-13.74,NP,NP,NP,NP,NP,NP,NP,0.05,NP
GREEN LAKE 5,5/26/2005,1340,,1529,5.96,14.21,29.85,NP,NP,1.1,6.64,75.05,15.68,11.14,9.26,5.02,36,41.74,0.88,15.8,118.86,113.5,0.02,51.51,48.14,3.37,5.5,42.64,0.5,0.41,0.09,0.12,0.29,-16.25,NP,NP,NP,NP,NP,NP,NP,1.42,NP
GREEN LAKE 5,6/3/2005,1255,,1530,6.26,18.64,47.57,NP,NP,0.55,4.07,109.58,21.73,17.62,9.05,4.94,37.21,67.21,0.43,24.62,162.6,157.35,0.02,46.54,43.48,NP,2.2,41.28,0.3,0.17,0.14,0.02,0.14,-16.17,NP,NP,NP,NP,NP,NP,NP,0.97,NP
GREEN LAKE 5,6/9/2005,1215,,1531,6.24,19.04,47.52,NP,NP,0.58,2.86,115.97,21.65,17.96,7.57,4.77,39.48,69.56,0.56,28.29,166.59,161.89,0.01,46.16,44.29,1.87,1.95,42.34,0.25,0.22,0.04,0.03,0.19,-16.19,NP,NP,NP,NP,NP,NP,NP,0.98,NP
GREEN LAKE 5,6/16/2005,1140,,1532,6.06,16.74,39.21,NP,NP,0.87,2.08,98.6,19.35,16.49,7.11,4.77,38.08,59.17,0.39,29.05,144.5,141.62,0.01,43.21,43.1,0.11,2.94,40.16,0.36,0.26,0.09,0.13,0.13,-16.57,NP,NP,NP,NP,NP,NP,NP,1.11,NP
GREEN LAKE 5,6/23/2005,1050,,1533,5.92,10.41,23.51,NP,NP,1.2,2,54.89,12.35,10.05,4.78,2.85,23.3,34.44,0.54,18.66,85.27,84.64,0,26.05,26.35,NP,1.05,25.3,0.29,0.31,NP,0.13,0.18,-16.19,NP,NP,NP,NP,NP,NP,NP,0.46,NP
GREEN LAKE 5,6/30/2005,1015,,1534,5.98,10.43,22.63,NP,NP,1.05,0.6,57.78,11.94,10.31,4.42,2.65,23.26,35.02,0.49,19.32,86.11,84.05,0.01,24.37,24.69,NP,0.84,23.85,0.17,0.17,NP,NP,0.16,-16.09,NP,NP,NP,NP,NP,NP,NP,0.7,NP
GREEN LAKE 5,7/7/2005,950,,1535,5.96,9.86,27.95,NP,NP,1.1,1.26,56.14,10.72,10.27,3.61,2,19.45,33.33,0.54,19.72,83.08,83.28,0,23.17,24.08,NP,3.38,20.71,0.31,0.25,0.05,0.07,0.18,-16.43,NP,NP,NP,NP,NP,NP,NP,0.61,NP
GREEN LAKE 5,7/14/2005,920,,1536,6.15,10.22,36.35,NP,NP,0.71,0.95,60.98,11,10.74,3.53,1.86,16.01,34.5,0.4,19.81,87.91,89.12,-0.01,18.1,17.55,0.55,0.58,16.97,0.12,0.13,NP,NP,0.13,-16.49,NP,NP,NP,NP,NP,NP,NP,0.71,NP
GREEN LAKE 5,7/21/2005,1020,,1537,6.06,8.48,28.42,NP,NP,0.87,NP,51.45,9.1,10,3.09,1.81,15.14,28.77,0.34,18.2,74.52,74.48,0,17.34,16.5,0.84,1.36,15.14,0.11,0.11,NP,NP,0.11,-16.91,NP,NP,NP,NP,NP,NP,NP,0.56,NP
GREEN LAKE 5,7/28/2005,1020,,1538,6.14,9.23,25.72,NP,NP,0.72,NP,54.54,10.53,10.31,3.22,1.81,16.05,33.29,0.26,19.79,79.33,77.13,0.01,18.73,18.25,0.48,2.21,16.05,0.26,0.17,0.09,0.08,0.09,-16.36,NP,NP,NP,NP,NP,NP,NP,0.43,NP
GREEN LAKE 5,8/4/2005,925,,1539,6.12,9.79,32,NP,NP,0.76,1.23,56.34,10.59,11.35,3.3,1.69,14.16,33.77,0.18,22.42,83.57,81.8,0.01,22.03,19.92,2.11,4.53,15.39,0.51,0.16,0.36,0.1,0.06,-15.97,NP,NP,NP,NP,NP,NP,NP,0.53,NP
GREEN LAKE 5,8/11/2005,900,,1540,6.23,10.84,33.1,NP,NP,0.59,0.63,65.57,12.51,12.92,3.78,1.81,16.24,40.87,0.21,26.03,96.01,92.22,0.02,19.35,18.87,0.49,1.99,16.88,0.4,0.16,0.24,0.09,0.07,-15.1,NP,NP,NP,NP,NP,NP,NP,0.41,NP
GREEN LAKE 5,8/18/2005,940,,1541,6.27,11.78,40.16,NP,NP,0.54,0.45,70.51,13.06,14.31,3.71,1.78,15.26,45.47,NP,28.81,102.57,102.66,0,20.51,22.25,NP,6.54,15.71,0.22,0.05,0.17,0.05,NP,-14.78,NP,NP,NP,NP,NP,NP,NP,0.44,NP
GREEN LAKE 5,8/25/2005,940,,1542,6.32,12.19,43.98,NP,NP,0.48,0.59,75.45,13.8,14.83,3.91,2.28,12.69,49.86,NP,29.53,109.07,108.82,0,16.58,15.35,1.23,2.06,13.29,0.33,0.07,0.26,0.07,NP,-14.67,NP,NP,NP,NP,NP,NP,NP,0.48,NP
GREEN LAKE 5,9/1/2005,925,,1543,6.31,12.33,45.02,NP,NP,0.49,0.36,77.54,14.09,15.83,4.09,2.09,12.79,49.82,NP,30.36,112.41,109.72,0.01,18.21,16.53,1.67,3.39,13.15,0.18,0.08,0.1,0.08,NP,-14.48,NP,NP,NP,NP,NP,NP,NP,0.39,NP
GREEN LAKE 5,9/8/2005,910,,1544,6.28,12.92,44.22,NP,NP,0.52,1.27,79.89,14.43,16.75,4.19,2.57,11.31,53.34,0.29,31.34,117.06,111.72,0.02,17.85,16.37,1.47,3.79,12.58,0.12,0.11,0.01,0.01,0.1,-14.61,NP,NP,NP,NP,NP,NP,NP,0.83,NP
GREEN LAKE 5,9/15/2005,915,,1545,6.33,14.21,47.82,NP,NP,0.47,1.29,84.88,15.72,16.79,4.3,2.17,12.29,58.77,0.18,32.4,123.45,121.23,0.01,17.87,16.72,1.15,3.14,13.58,0.16,0.12,0.05,0.06,0.06,-14.23,NP,NP,NP,NP,NP,NP,NP,0.69,NP
GREEN LAKE 5,9/22/2005,915,,1546,6.37,15.75,49.09,NP,NP,0.43,NP,95.56,18.08,17.83,4.6,2.06,12.58,69.87,0.21,33.3,136.5,133.81,0.01,18.53,19.44,NP,6.86,12.58,0.22,0.1,0.12,0.03,0.07,-13.93,NP,NP,NP,NP,NP,NP,NP,0.73,NP
GREEN LAKE 5,9/29/2005,915,,1547,6.36,19.32,54.54,NP,NP,0.44,NP,118.16,21.36,19.66,5.52,2.59,20.03,88.13,0.19,35.12,165.14,165.49,0,25.77,24.88,0.89,4.85,20.03,0.15,0.09,0.05,0.03,0.06,-13.36,NP,NP,NP,NP,NP,NP,NP,1,NP
GREEN LAKE 5,10/6/2005,855,,1548,6.38,18.04,55.76,NP,NP,0.42,0.97,112.28,19.6,20.14,4.91,2.71,20.27,81.18,0.21,36.18,158.32,160.13,-0.01,24.02,24.16,NP,2.92,21.25,0.14,0.13,0.01,0.06,0.07,-13.2,NP,NP,NP,NP,NP,NP,NP,0.63,NP
GREEN LAKE 5,10/20/2005,900,,1549,6.39,20.6,61.14,NP,NP,0.41,NP,127.4,25.18,23.05,5.52,2.76,21.06,94.19,0.19,37.95,181.56,179.34,0.01,25.62,25.44,0.18,4.38,21.06,0.19,0.06,0.13,NP,0.06,NP,NP,NP,NP,NP,NP,NP,NP,0.83,NP
GREEN LAKE 5,5/25/2006,1340,,1550,6.32,21.5,60.08,NP,NP,0.48,1.06,130.64,28.07,21.18,8.31,4.68,35.3,90.98,NP,32.46,189.74,191.05,0,40.49,39.58,0.91,3.21,36.36,0.23,0.22,0.01,0.22,NP,-15.59,NP,NP,NP,NP,NP,NP,NP,1.76,NP
GREEN LAKE 5,6/1/2006,1215,,1551,6.17,20.1,49.32,NP,NP,0.68,1.27,118.91,25.57,19.36,7.08,4.12,32.92,82.47,NP,31.42,172.87,168.82,0.01,34.33,35.58,NP,1.39,34.19,0.21,0.18,0.03,0.18,NP,-16.05,NP,NP,NP,NP,NP,NP,NP,1.54,NP
GREEN LAKE 5,6/8/2006,915,,1552,6.39,13.92,34.51,NP,NP,0.41,0.83,82.44,17.6,13.96,5.14,3.67,28.22,52.92,NP,23.9,120.37,119.32,0,32.79,31.79,1,2.74,29.05,0.21,0.22,NP,0.22,NP,-17.53,NP,NP,NP,NP,NP,NP,NP,0.97,NP
GREEN LAKE 5,6/16/2006,1020,,1553,6.03,11.27,28.92,NP,NP,0.93,NP,63.77,12.95,11.92,3.96,2.79,22.63,39.37,NP,19.38,93.54,93.71,0,30.02,23.4,6.61,0.78,22.63,0.23,0.15,0.08,0.15,NP,-17.96,NP,NP,NP,NP,NP,NP,NP,0.78,NP
GREEN LAKE 5,6/22/2006,1005,,1554,6.19,11.93,34.01,NP,NP,0.65,NP,71.76,13.43,12.31,4.09,2.2,19.77,41.83,NP,20.45,102.23,97.81,0.02,24.87,23.06,1.81,3.29,19.77,0.15,0.14,NP,0.14,NP,-17.94,NP,NP,NP,NP,NP,NP,NP,0.7,NP
GREEN LAKE 5,6/29/2006,955,,1555,6.37,10.58,31,NP,NP,0.43,NP,62.48,11.94,12.96,3.63,1.78,17.14,37.31,NP,19.03,91.44,87.23,0.02,22.77,22.64,0.13,5.5,17.14,0.15,0.14,0.02,0.14,NP,-18.31,NP,NP,NP,NP,NP,NP,NP,0.57,NP
GREEN LAKE 5,7/6/2006,940,,1556,6.46,10.03,32.56,NP,NP,0.35,0.88,58.28,11.2,11,3.38,1.58,15.11,34.89,NP,18.96,85.09,84.15,0.01,19.03,18.42,0.61,2.43,16,0.27,0.19,0.08,0.19,NP,-18.11,NP,NP,NP,NP,NP,NP,NP,0.34,NP
GREEN LAKE 5,7/13/2006,955,,1557,6.44,10.67,32.69,NP,NP,0.36,NP,62.13,12.86,12.14,3.91,2.17,16.68,37.56,NP,26.21,91.4,89.1,0.01,18.41,18.06,0.34,1.39,16.68,0.31,0.19,0.12,0.19,NP,-15.7,NP,NP,NP,NP,NP,NP,NP,0.61,NP
GREEN LAKE 5,7/20/2006,950,,1558,6.49,9.54,37.32,NP,NP,0.32,NP,59.53,12.36,11.48,3.27,2.37,10.64,36.12,NP,24.87,86.97,86.46,0,12.23,11.69,0.54,1.05,10.64,0.23,0.15,0.08,0.15,NP,-16.11,NP,NP,NP,NP,NP,NP,NP,0.99,NP
GREEN LAKE 5,7/27/2006,1030,,1559,6.48,10.7,42.78,NP,NP,0.33,0.68,62.87,12.39,12.92,3.68,1.83,7.76,37.25,NP,24.06,92.87,89.62,0.02,11.14,9.19,1.94,0.76,8.43,0.21,0.12,0.09,0.12,NP,-16.28,NP,NP,NP,NP,NP,NP,NP,0.97,NP
GREEN LAKE 5,8/3/2006,1000,,1560,6.61,10.94,47.71,NP,NP,0.25,NP,64.12,12.51,13.66,3.48,1.52,5.92,39.2,NP,25.56,94.02,94.36,0,9.83,7.97,1.86,2.05,5.92,0.27,0.13,0.15,0.13,NP,-16.08,NP,NP,NP,NP,NP,NP,NP,0.97,NP
GREEN LAKE 5,8/10/2006,1010,,1561,6.56,11.52,51.12,NP,NP,0.28,NP,66.92,12.37,14.31,3.73,1.35,4.44,41.18,NP,27.1,97.61,98.09,0,7.09,6.42,0.67,1.99,4.44,0.23,NP,0.23,NP,NP,-16.09,NP,NP,NP,NP,NP,NP,NP,0.67,NP
GREEN LAKE 5,8/17/2006,950,,1562,6.6,11.91,54.02,NP,NP,0.25,NP,68.46,12.96,15.35,3.58,1.58,2.4,43.89,NP,27.67,100.61,101.89,-0.01,6.99,4.56,2.43,2.16,2.4,0.37,0.15,0.22,0.15,NP,-15.86,NP,NP,NP,NP,NP,NP,NP,0.84,NP
GREEN LAKE 5,8/24/2006,1050,,1563,6.64,12.74,53.43,NP,NP,0.23,1.34,73.95,13.66,16.75,4.02,1.69,2.77,48.84,NP,29.41,109.95,106.74,0.01,9.8,7.63,2.18,3.51,4.12,0.3,0.07,0.23,0.07,NP,-15.64,NP,NP,NP,NP,NP,NP,NP,0.8,NP
GREEN LAKE 5,8/31/2006,1025,,1564,6.55,13.87,55.79,NP,NP,0.28,0.73,83.93,15.09,18.09,4.17,2.09,5.63,57.36,NP,30.92,122.29,120.86,0.01,10.41,9.08,1.33,2.72,6.36,0.32,NP,0.32,NP,NP,-15.37,NP,NP,NP,NP,NP,NP,NP,0.83,NP
GREEN LAKE 5,9/7/2006,953,,1565,6.62,14.38,58.82,NP,NP,0.24,0.43,87.72,15.73,18.79,4.42,2,6.18,58.73,NP,31.31,127.33,125.73,0.01,11.84,9.25,2.59,2.64,6.6,0.19,0.08,0.11,0.08,NP,-15.31,NP,NP,NP,NP,NP,NP,NP,0.45,NP
GREEN LAKE 5,9/14/2006,920,,1566,6.51,17.55,59.42,NP,NP,0.31,1.2,104.14,18.27,21.57,4.83,2.03,9.29,74.6,NP,33.26,150.33,145.34,0.02,15.08,13.31,1.77,2.83,10.49,0.25,0.09,0.15,0.09,NP,-15.01,NP,NP,NP,NP,NP,NP,NP,0.52,NP
GREEN LAKE 5,9/26/2006,1100,,1567,6.59,19.03,65.73,NP,NP,0.26,NP,115.12,20.73,22.71,4.76,2.31,10.55,82.32,0.29,33.34,163.57,161.2,0.01,18.26,15.98,2.28,5.43,10.55,0.31,0.11,0.2,0.01,0.1,-14.82,NP,NP,NP,NP,NP,NP,NP,1.14,NP
GREEN LAKE 5,10/5/2006,930,,1568,6.67,19.99,63.98,NP,NP,0.21,0.44,123.05,21.07,23.23,4.96,2.34,12.05,88.3,0.17,33.39,172.97,166.84,0.02,17.49,17.42,0.07,4.94,12.49,0.29,0.16,0.13,0.1,0.06,-14.62,NP,NP,NP,NP,NP,NP,NP,1.06,NP
GREEN LAKE 5,5/17/2007,1230,,1569,6.54,19.79,49.58,NP,NP,0.2884,2.8062,114.3713,24.7614,17.573,9.4369,5.1618,32.2233,69.0182,0.6489,23.1901,169.2372,156.6322,0.0387,39.9681,37.9546,2.0135,2.9251,35.0295,0.297,0.2454,0.0517,0.0291,0.2163,-16.4935,0.0563,-117.6876,0.0861,14.2606,NP,NP,NP,1.038,NP
GREEN LAKE 5,5/31/2007,1115,,1570,6.44,19.5,46.36,NP,NP,0.3631,1.3059,112.7246,24.5969,17.8775,6.726,4.7951,32.1426,74.6604,u,27.7754,163.594,157.9581,0.0175,34.3508,37.19,u,3.7414,33.4486,0.1582,0.1388,0.0194,0.1388,u,-16.3212,0.0179,-117.059,0.0856,13.5104,NP,NP,NP,0.8285,NP
GREEN LAKE 5,6/14/2007,1010,,1571,6.12,13.98,28.81,NP,NP,0.7586,trace,79.7904,14.0671,13.2233,5.0637,4.231,29.4332,48.0525,u,22.4214,112.9031,110.5266,0.0106,36.1448,35.6399,0.5048,6.2068,29.4332,0.2583,u,0.2583,u,u,-15.9795,0.0369,-114.1819,0.1809,13.6542,NP,NP,NP,0.8654,NP
GREEN LAKE 5,6/21/2007,1020,,1572,6.36,11.53,25.31,NP,NP,0.4365,0.48,62.8743,11.846,11.0484,4.4755,2.5668,24.5626,37.9548,u,19.003,91.1606,90.3942,0.0042,26.4428,24.5904,1.8525,u,25.0426,0.071,0.0581,0.0129,0.0581,u,-16.4607,0.053,-119.4805,0.0246,12.2054,NP,NP,NP,0.4819,NP
GREEN LAKE 5,6/28/2007,1000,,1573,6.42,12.68,33.67,NP,NP,0.3802,0.4457,71.6567,12.3396,12.4838,4.6033,2.3693,21.6918,43.4721,0.4649,20.3523,101.9093,101.6682,0.0012,25.9863,26.5759,u,4.4383,22.1375,0.3422,0.2002,0.1421,0.0452,0.155,-16.5183,0.0517,-118.7279,0.2434,13.4184,NP,NP,NP,0.4998,NP
GREEN LAKE 5,7/5/2007,945,,1574,6.32,11.59,31.92,NP,NP,0.4786,0.3299,63.523,11.5992,11.1789,3.785,2.0027,19.3856,38.9334,u,20.3574,90.8946,92.2416,-0.0074,19.7377,19.945,u,0.2295,19.7155,0.1195,0.0904,0.0291,0.0904,u,-16.7002,0.0388,-120.5617,0.1037,13.0402,NP,NP,NP,0.4331,NP
GREEN LAKE 5,7/12/2007,935,,1575,6.36,11.53,31.44,NP,NP,0.4365,0.3314,62.2754,12.1751,11.7443,3.7594,1.9462,19.5791,38.9958,0.2518,22.9418,90.7222,92.213,-0.0081,23.7077,21.5473,2.1605,1.6367,19.9105,0.2518,0.0872,0.1647,u,0.0839,-16.5915,0.0379,-119.6295,0.1656,13.1028,NP,NP,NP,0.4463,NP
GREEN LAKE 5,7/19/2007,945,,1576,6.6,11.55,41.84,NP,NP,0.2512,0.8304,64.4212,12.0928,12.3533,3.8617,2.2283,14.0957,40.6822,u,22.6483,93.8105,98.8462,-0.0261,19.585,15.9581,3.6268,1.0321,14.926,u,u,u,u,u,-16.6554,0.0635,-120.1292,0.0673,13.1139,NP,NP,NP,0.4059,NP
GREEN LAKE 5,7/26/2007,950,,1577,6.59,12.17,44.21,NP,NP,0.257,2.1769,62.2255,12.9154,12.9623,3.8873,2.2847,10.4347,40.4532,u,23.1871,94.4244,97.3826,-0.0154,17.4248,15.0279,2.3969,2.4163,12.6115,0.0549,u,0.0549,u,u,-16.481,0.0518,-119.0977,0.0435,12.7503,NP,NP,NP,0.399,NP
GREEN LAKE 5,8/2/2007,945,,1578,6.61,13.36,40.35,NP,NP,0.2455,0.9363,74.8503,14.0671,14.3107,4.143,2.9053,21.708,44.4506,u,31.0747,108.5529,109.4139,-0.0039,25.62,23.5507,2.0693,0.9064,22.6443,0.0613,u,0.0613,u,u,-15.3909,0.0355,-110.2813,0.0997,12.8462,NP,NP,NP,0.5407,NP
GREEN LAKE 5,8/9/2007,958,,1579,6.69,14.73,46,NP,NP,0.2042,0.3962,81.4371,15.5479,15.5286,4.0151,2.1155,18.2566,50.8007,u,32.5334,117.1291,117.1728,-0.0002,25.5216,23.4521,2.0695,4.7993,18.6528,0.0484,u,0.0484,u,u,-15.315,0.011,-108.8962,0.118,13.6242,NP,NP,NP,0.5258,NP
GREEN LAKE 5,8/16/2007,945,,1580,6.78,15.42,53.13,NP,NP,0.166,1.1156,86.4271,16.6173,16.964,4.8591,1.9462,15.0472,54.1111,u,34.0905,126.1492,124.2345,0.0076,20.1934,21.4143,u,5.2514,16.1628,0.0549,u,0.0549,u,u,-15.0278,0.0414,-107.2614,0.1031,12.9611,NP,NP,NP,0.561,NP
GREEN LAKE 5,8/23/2007,915,,1581,6.6,15.89,51.69,NP,NP,0.2512,0.8462,90.9681,17.1109,18.1385,4.6289,2.0591,19.4985,57.0884,u,35.1918,131.9437,130.3359,0.0061,22.3368,21.0491,1.2877,0.7045,20.3446,0.0613,u,0.0613,u,u,-13.3381,0.0589,-100.446,0.2892,6.2586,NP,NP,NP,0.4654,NP
GREEN LAKE 5,8/30/2007,905,,1582,6.47,16.95,57.12,NP,NP,0.3388,1.4203,99.8004,18.4271,19.7914,4.9614,2.2847,20.0952,65.0416,u,34.3124,144.7394,144.5415,0.0007,28.8991,26.3357,2.5634,4.8202,21.5155,0.0517,u,0.0517,u,u,-14.259,0.0255,-101.3462,0.0186,12.726,NP,NP,NP,0.5481,NP
GREEN LAKE 5,9/7/2007,910,,1583,6.7,19.22,53.33,NP,NP,0.1995,1.5121,121.3573,21.7177,21.6183,4.7056,2.736,24.7884,83.8629,u,37.0527,171.1105,164.7172,0.019,32.8743,30.651,2.2233,4.3505,26.3005,0.0646,u,0.0646,u,u,-13.712,0.036,-97.8115,0.0658,11.8847,NP,NP,NP,0.5284,NP
GREEN LAKE 5,9/13/2007,900,,1584,6.47,22.3,56.5,NP,NP,0.3388,1.9783,139.6208,25.0082,23.8802,7.084,2.9335,27.1591,101.3725,u,38.2861,197.9104,187.9651,0.0258,31.1175,31.9973,u,2.8598,29.1375,0.071,u,0.071,u,u,-13.5434,0.031,-95.4887,0.1076,12.8585,NP,NP,NP,0.5557,NP
GREEN LAKE 5,9/20/2007,905,,1585,6.61,26.6,57.47,NP,NP,0.2455,0.6947,164.521,30.6022,25.5766,6.2912,3.0745,28.6429,130.4996,u,40.7028,227.9311,219.687,0.0184,34.561,33.62,0.941,4.2823,29.3376,0.1356,0.0743,0.0613,0.0743,u,-13.1547,0.0543,-93.68,0.1024,11.5576,NP,NP,NP,0.5323,NP
GREEN LAKE 5,9/27/2007,910,,1586,6.56,27.8,60.82,NP,NP,0.2754,1.4667,175.7984,31.4248,27.1425,6.2657,3.8643,30.4653,136.6623,u,43.3565,242.3734,231.8119,0.0223,31.5962,31.1,0.4962,u,31.932,0.0904,0.0581,0.0323,0.0581,u,-13.0165,0.0207,-91.9034,0.1183,12.2287,NP,NP,NP,0.7073,NP
GREEN LAKE 5,10/4/2007,855,,1587,6.61,28.8,63.75,NP,NP,0.2455,1.1361,181.0379,32.9056,27.447,6.9562,4.0899,30.4976,146.2187,u,43.2772,249.7282,244.5562,0.0105,35.9543,36.7602,u,5.1265,31.6337,0.0969,0.0743,0.0226,0.0743,u,-12.6322,0.0592,-90.7807,0.093,10.2772,NP,NP,NP,0.7022,NP
GREEN LAKE 5,10/11/2007,850,,1588,6.79,29.8,64.67,NP,NP,0.1622,0.7061,189.7206,34.9622,28.9259,6.8539,4.1745,31.433,152.1315,0.184,42.8273,261.3307,252.5931,0.017,40.1714,37.6659,2.5055,5.5268,32.1391,0.0936,0.071,0.0226,0.0097,0.0613,-12.5927,0.0864,-89.7546,0.1075,10.9869,NP,NP,NP,0.5536,NP
